"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Zuid-Beijerland","H","01","Eenmanszaak","74103","Interieur- en ruimtelijk ontwerp","","","","","","",0,0,19980529,19980529,20190301,0,0,"",0,0
"Puttershoek","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",19980528,19980528,19980529,19980528,20060616,0,0,"",2020,20210628
"Dirksland","H","41","Besloten vennootschap met gewone structuur","69103","Notariskantoren","","","","","","",19980526,19980526,19980529,19980526,20211215,0,0,"",2020,20211005
"Middelharnis","H","41","Besloten vennootschap met gewone structuur","46696","Groothandel in emballage","18124","Drukkerijen van verpakkingen","","","N","N",19980528,19980528,19980529,19980528,20090615,0,0,"",2021,20220221
"Dordrecht","H","41","Besloten vennootschap met gewone structuur","4222","Leggen van elektr.-/telecom.kabels","","","","","","",19980527,19980527,19980529,19980527,20060101,0,0,"",2020,20210715
"Sliedrecht","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",19980528,19980528,19980529,19980528,20210630,0,0,"",2020,20220119
"Herkingen","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","","",19980528,19980528,19980529,19980528,0,0,0,"",2020,20211102
"Alblasserdam","H","01","Eenmanszaak","47299","Gesp. winkels in ov. voedings-/genotm.","","","","","","",0,0,19980602,19980601,0,0,0,"",0,0
"Dordrecht","H","01","Eenmanszaak","47763","Winkels dier(benodigdhed)en/hengelsp.art","","","","","","",0,0,19980602,19860401,0,0,19980601,"",0,0
"Hendrik-Ido-Ambacht","H","41","Besloten vennootschap met gewone structuur","78201","Uitzendbureaus","","","","","N","N",19980814,19980814,19980529,19980526,20170510,0,19980814,"",2020,20220125
"Ridderkerk","H","01","Eenmanszaak","66193","Hypotheek-/kredietbem./bankagentschappen","","","","","N","N",0,0,19980529,19980529,20130530,0,0,"",0,0
"Heinenoord","H","41","Besloten vennootschap met gewone structuur","46739","GH bouwmaterialen algemeen assortiment","43999","Overige gespec. werkz. in de bouw (rest)","","","N","N",19980527,19980527,19990518,19980527,20220415,0,0,"",2021,20220324
"Rotterdam","H","41","Besloten vennootschap met gewone structuur","7112","Ingenieurs/overig techn. ontwerp/advies","","","","","N","N",19980527,19980527,19980529,19980527,20091001,0,0,"",2019,20200807
"Ridderkerk","H","01","Eenmanszaak","4334","Schilderen en glaszetten","","","","","N","N",0,0,19980529,19980601,20031025,0,0,"",0,0
"Ridderkerk","H","01","Eenmanszaak","4332","Bouwtimmeren","","","","","N","N",0,0,19980602,19980609,20001009,0,0,"",0,0
"Rotterdam","H","41","Besloten vennootschap met gewone structuur","8121","Interieurreiniging van gebouwen","","","","","N","N",19980528,19980528,19980602,19611130,20170501,0,19980528,"",2018,20191128
"Bleiswijk","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",19980529,19980529,20060510,19980529,20060101,0,0,"",2020,20210720
"Rotterdam","H","41","Besloten vennootschap met gewone structuur","2651","Verv. meet-/regel-/navigatie-/contr.app,","","","","","N","N",19981117,19981117,19980602,19980601,20170616,0,19981117,"",2019,20210201
"Rotterdam","H","01","Eenmanszaak","96022","Schoonheidsverzorging/pedi-/manicures","","","","","N","N",0,0,20191223,19980129,20191221,0,0,"",0,0
"Radio Kootwijk","H","11","Vennootschap onder firma","85592","Bedrijfsopleiding en -training","","","","","N","N",19980601,0,20140630,19980601,20141215,0,0,"",0,0
"Vlaardingen","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",19980528,19980528,19980602,19980528,20200518,0,0,"",2020,20210517
"'s-Gravenhage","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",19981008,19981008,20141107,19980501,20141101,0,19981008,"",2020,20210811
"Rotterdam","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",19980326,19980326,19980602,19980326,20110401,0,0,"",2020,20211126
"Nieuwerkerk ad IJssel","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",19980501,19980501,19980602,19980501,20040101,0,0,"",2021,20220426
"Amsterdam","H","51","Naamloze vennootschap met gewone structuur","69101","Advocatenkantoren, bewindv. en curatoren","69103","Notariskantoren","","","N","N",19980529,19980529,20081003,19980529,20090920,0,0,"",2021,20220525
"'s-Gravenhage","H","41","Besloten vennootschap met gewone structuur","55102","Hotels (geen hotel-rest.)/pens./conf.o.","7911","Reisbemiddeling","","","","",20070126,20070126,19980528,19930803,20040707,0,20070126,"",2020,20220513
"Delft","H","41","Besloten vennootschap met gewone structuur","70221","Organisatie-adviesbureaus","72193","Speur-/ontw.werk ohgv gezondh./voeding","","","N","N",19980520,19980520,19980527,19980520,20030901,0,0,"",2017,20180518
"Bergen (NH)","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","","",19980520,19980520,20010119,19980520,20000916,0,0,"",2018,20190121
"Wassenaar","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",19980525,19980525,19980529,19980525,20080723,0,0,"",2020,20211008
"'s-Gravenhage","H","01","Eenmanszaak","56101","Restaurants","","","","","N","N",0,0,19980529,19961101,0,0,0,"",0,0
"Dordrecht","H","41","Besloten vennootschap met gewone structuur","70222","Advisering ohgv management/bedrijfsv.","","","","","N","N",19980519,19980519,20021125,19980519,20090401,0,0,"",2021,20220411
"Nootdorp","H","21","Commanditaire vennootschap","0128","Teelt specerij-/aromatische/med.gewassen","","","","","N","N",19980401,0,19980529,19980401,0,0,0,"",1999,0
"Amsterdam","H","41","Besloten vennootschap met gewone structuur","69101","Advocatenkantoren, bewindv. en curatoren","","","","","","",19980529,19980529,20081009,19980529,20090920,0,0,"",2019,20200720
"Soest","H","41","Besloten vennootschap met gewone structuur","7112","Ingenieurs/overig techn. ontwerp/advies","","","","","N","N",19980520,19980520,20151204,19980520,20151201,0,0,"",2020,20220517
"Honselersdijk","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","N","N",19980528,19980528,19980529,19980528,20091214,0,0,"",2020,20210913
"Wateringen","H","11","Vennootschap onder firma","47593","Winkels art. woninginrichting alg. ass.","","","","","N","N",19980602,0,19980602,19980602,20090301,0,0,"",0,0
"Rijswijk","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",19980525,19980525,19980602,19980525,0,0,0,"",2020,20211112
"Delft","H","01","Eenmanszaak","6201","Ontwikkelen/produceren/uitgeven software","47918","Internethandel overige non-food","","","N","N",0,0,19980602,19980601,0,0,0,"",0,0
"Boskoop","H","41","Besloten vennootschap met gewone structuur","6201","Ontwikkelen/produceren/uitgeven software","","","","","N","N",19980807,19980807,19980914,19980501,20201218,0,19980807,"",2020,20210824
"Boskoop","H","01","Eenmanszaak","8130","Landschapsverzorging","","","","","N","N",0,0,19980529,19980602,19991211,0,20010701,"",0,0
"Zwammerdam","H","01","Eenmanszaak","4332","Bouwtimmeren","4120","Algemene burgerlijke en utiliteitsbouw","","","N","N",0,0,19980529,19980529,20000420,0,0,"",0,0
"Abbenes","H","01","Eenmanszaak","43999","Overige gespec. werkz. in de bouw (rest)","","","","","N","N",0,0,20210114,19980602,20211201,0,0,"",0,0
"Reeuwijk","H","41","Besloten vennootschap met gewone structuur","4941","Goederenvervoer over weg (geen verhuiz.)","52109","Opslag in distr.centra en overige opslag","52242","Laad-/los-/oversl.ac. niet voor zeevaart","N","N",20080310,20080310,20140310,19980609,20140303,0,20080310,"",2021,20220613
"Utrecht","H","96","Buitenl. op EG-venn. lijkende venn. met onderneming in Nederland","70102","Holdings (geen financiële)","","","","","","",19980325,19980325,19980518,19980325,0,0,0,"",2021,0
"Utrecht","H","41","Besloten vennootschap met gewone structuur","4120","Algemene burgerlijke en utiliteitsbouw","4334","Schilderen en glaszetten","43999","Overige gespec. werkz. in de bouw (rest)","","",19980424,19980424,19980525,19661208,20010501,0,19980424,"",2021,20220513
"Zeist","H","41","Besloten vennootschap met gewone structuur","64301","Beleggingsinstell. in financiële activa","","","","","","",19980508,19980508,19980526,19390801,20220308,0,19980508,"",2011,20121122
"Doorwerth","H","41","Besloten vennootschap met gewone structuur","64301","Beleggingsinstell. in financiële activa","6420","Financiële holdings","","","","",19980520,19980520,20210104,19980520,20210101,0,0,"",2021,20220523
"Utrecht","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","","",19980515,19980515,19980526,19970701,20160323,0,19980515,"",2020,20210928
