"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Utrecht","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20151229,20151229,20151230,20151229,20210401,0,0,"",2021,20220524
"Leiden","H","41","Besloten vennootschap met gewone structuur","68204","Verh. onroerend goed (niet v woonruimte)","","","","","N","N",20151229,20151229,20151230,20151229,0,0,0,"",2020,20210622
"Liempde","","74","Stichting","64301","Beleggingsinstell. in financiële activa","","","","","","",20151229,20151229,0,0,0,0,0,"",0,0
"Liempde","","74","Stichting","64303","Beleggingsinst. met beperkte toetreding","","","","","","",20151229,20151229,0,0,0,0,0,"",0,0
"Lunteren","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20151230,20151230,20151230,20151230,20190701,0,0,"",2019,20210415
"Almere","H","01","Eenmanszaak","85519","Overig sport- en recreatieonderwijs","88992","Maatschappelijk werk","9002","Dienstverlening voor uitvoerende kunst","N","N",0,0,20151230,20160101,20190913,0,0,"",0,0
"Wolvega","H","01","Eenmanszaak","85522","Kunstzinnige vorming voor amateurs","","","","","N","N",0,0,20151230,20160101,0,0,0,"",0,0
"Wijchen","","71","Vereniging met volledige rechtsbevoegdheid","94997","Overige belangenbehartiging (rest)","","","","","","",20151230,20151230,0,0,0,0,0,"",0,0
"Rotterdam","H","01","Eenmanszaak","5222","Dienstverlening voor vervoer over water","4291","Natte waterbouw","","","N","N",0,0,20151230,20160101,0,0,0,"",0,0
"Rijswijk","H","11","Vennootschap onder firma","86919","Overige paramedische praktijken","85519","Overig sport- en recreatieonderwijs","86923","Preventieve gezondh.zorg (geen arbobeg.)","N","N",20151230,0,20151230,20151106,20180724,0,20151230,"",0,0
"Tiel","H","11","Vennootschap onder firma","96021","Haarverzorging","","","","","N","N",20160101,0,20151230,20160101,0,0,0,"",0,0
"Zevenbergschen Hoek","H","41","Besloten vennootschap met gewone structuur","4941","Goederenvervoer over weg (geen verhuiz.)","52109","Opslag in distr.centra en overige opslag","46499","GH ov. consumentenart. (non-food) (rest)","N","N",20151230,20151230,20151230,20151230,0,0,0,"",0,0
"Goedereede","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","N","N",20151230,20151230,20151230,20151230,20170426,0,0,"",2020,20211101
"Breskens","H","11","Vennootschap onder firma","9313","Fitnesscentra","93146","Sportscholen","","","N","N",20151215,0,20151230,20151215,20210301,0,0,"",0,0
"Someren","H","41","Besloten vennootschap met gewone structuur","01199","Teelt overige eenjarige gewassen (rest)","","","","","J","J",20151230,20151230,20151230,20060101,0,0,20151230,"",2020,20210629
"Oost West en Middelbeers","H","01","Eenmanszaak","88101","Thuiszorg","","","","","N","N",0,0,20151230,20151201,20180525,0,0,"",0,0
"Krimpen aan den IJssel","H","01","Eenmanszaak","4941","Goederenvervoer over weg (geen verhuiz.)","","","","","N","N",0,0,20151230,20160101,20170808,0,0,"",0,0
"Eelde","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20151229,20151229,20151230,20151229,0,0,0,"",2020,20220524
"Amerongen","H","01","Eenmanszaak","4291","Natte waterbouw","7112","Ingenieurs/overig techn. ontwerp/advies","78202","Uitleenbureaus","N","N",0,0,20151230,20160101,0,0,0,"",0,0
"Zwanenburg","H","41","Besloten vennootschap met gewone structuur","6832","Beheer van onroerend goed","4932","Vervoer per taxi","","","N","N",20151230,20151230,20151230,20151230,0,0,0,"",2018,20190509
"Oisterwijk","H","11","Vennootschap onder firma","9604","Sauna's, solaria, baden e.d.","","","","","N","N",20150219,0,20151230,20150219,0,0,0,"",0,0
"Almere","H","41","Besloten vennootschap met gewone structuur","4120","Algemene burgerlijke en utiliteitsbouw","","","","","N","N",20151230,20151230,20151230,20151230,0,0,0,"",2020,20211116
