"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Leiderdorp","H","41","Besloten vennootschap met gewone structuur","43222","Inst. verwarmings-/luchtbehandelingsapp.","43221","Loodg.- en fitterswerk; inst. sanitair","","","N","N",20050808,20050808,19931207,19931201,20180307,0,20050808,"",2019,20210730
"Alphen aan den Rijn","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","N","N",19941129,19941129,19941209,19931104,20030201,0,19941129,"",2018,20200106
"Amsterdam","H","41","Besloten vennootschap met gewone structuur","6832","Beheer van onroerend goed","6810","Handel in eigen onroerend goed","68204","Verh. onroerend goed (niet v woonruimte)","","",19931129,19931129,20220531,19931129,20220530,0,0,"",2021,20220331
"Alphen aan den Rijn","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","","","","","N","N",19931125,19931125,19931209,19931125,20021220,0,0,"",2021,20220407
"'s-Gravenhage","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","","","","","","",19931206,19931206,19931210,19931206,20170320,0,0,"",2020,20220322
"Hazerswoude-Dorp","H","21","Commanditaire vennootschap","01305","Teelt boomkwekerijgewassen volle grond","4622","Groothandel in bloemen en planten","","","","",19901001,0,19931213,19901001,20150202,0,0,"",0,0
"Oude Wetering","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","","",19920422,19920422,20141208,19910501,20161007,0,19920422,"",2020,20220329
"Koudekerk aan den Rijn","H","41","Besloten vennootschap met gewone structuur","55201","Verh. vakantiehuisjes en appartementen","","","","","","",19931201,19931201,19931213,19931201,0,0,0,"",2020,20220422
"Leimuiden","H","01","Eenmanszaak","4332","Bouwtimmeren","7732","Verh./lease machines/instal.voor de bouw","43999","Overige gespec. werkz. in de bouw (rest)","N","N",0,0,19931213,19931201,20010404,0,0,"",0,0
"Nieuwkoop","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","","","","","","",19931207,19931207,19931214,19931207,20130404,0,0,"",2020,20220318
"Delfgauw","H","41","Besloten vennootschap met gewone structuur","4120","Algemene burgerlijke en utiliteitsbouw","","","","","N","N",19931210,19931210,20050815,19931210,20091106,0,0,"",2020,20220111
"Voorhout","H","41","Besloten vennootschap met gewone structuur","64923","Participatiemaatschappijen","","","","","N","N",19931130,19931130,19931214,19931130,20080912,0,0,"",2021,20220519
"Warmond","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","","","","","","",19931206,19931206,19931214,19931206,19940516,0,0,"",2021,20220601
"Leiden","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","","","","","N","N",19931208,19931208,19931214,19931208,20050701,0,0,"",2019,20210108
"Sassenheim","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","","","","","","",19931202,19931202,19931214,19931202,20080808,0,0,"",2020,20210705
"Leiderdorp","H","41","Besloten vennootschap met gewone structuur","6810","Handel in eigen onroerend goed","64303","Beleggingsinst. met beperkte toetreding","6420","Financiële holdings","N","N",19931208,19931208,19931215,19931208,0,0,0,"",2020,20210426
"Leiden","H","01","Eenmanszaak","4721","Winkels in aardappelen/groenten/fruit","","","","","","",0,0,19931215,19931221,0,0,0,"",0,0
"Warmond","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","","",19891103,19891103,19931216,19891103,19930101,0,0,"",2015,20161208
"Ouderkerk aan den IJssel","H","01","Eenmanszaak","5010","Zee-/kustvaart (passagiersvaart /veerd.)","","","","","","",0,0,19931213,19931210,0,0,0,"",0,0
"Schoonhoven","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","","",19811113,19811113,19931210,19811113,20170909,0,0,"",2020,20210520
"Nieuwerkerk ad IJssel","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","6420","Financiële holdings","","","","",19931209,19931209,19931213,19931209,19961101,0,0,"",2013,20160212
"Sliedrecht","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","","",19480426,19480426,19931213,19480426,20160101,0,19720628,"",2019,20201118
"Krimpen aan de Lek","H","01","Eenmanszaak","70222","Advisering ohgv management/bedrijfsv.","","","","","N","N",0,0,19931213,19931101,20190131,0,20070222,"",0,0
"Veenendaal","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","","",19931208,19931208,20130402,19931208,20130401,0,0,"",2020,20211124
"Capelle aan den IJssel","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","","","","","","",19931208,19931208,19931214,19931208,20070907,0,0,"",2021,20220317
"Ouderkerk aan den IJssel","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","","","","","","",19931209,19931209,19931214,19931209,20161207,0,0,"",2020,20211111
"Zevenhuizen","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","","","","","","",19931210,19931210,19931214,19931210,0,0,0,"",2020,20211221
"Waddinxveen","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","","","","","","",19931210,19931210,19931214,19931210,20211019,0,0,"",2020,20220315
"Reeuwijk","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","","","","","","",19931214,19931214,19931215,19931214,20160715,0,0,"",2021,20220407
"Stolwijk","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","6420","Financiële holdings","","","","",19931214,19931214,19931215,19931214,20040201,0,0,"",2019,20210615
"Reeuwijk","H","11","Vennootschap onder firma","01305","Teelt boomkwekerijgewassen volle grond","","","","","","",19910101,0,19931217,19910101,0,0,0,"",0,0
"Bleiswijk","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","","","","","N","N",19931213,19931213,19931216,19931213,0,0,0,"",2020,20211224
"Zeist","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","64303","Beleggingsinst. met beperkte toetreding","","","","",19931109,19931109,19931213,19931109,20050506,0,0,"",2018,20191104
