"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Eindhoven","H","01","Eenmanszaak","7810","Arbeidsbemiddeling","85599","Studiebegeleiding/vorming/onderwijs","","","N","N",0,0,20170307,20170307,0,0,0,"",0,0
"Baarn","H","41","Besloten vennootschap met gewone structuur","4334","Schilderen en glaszetten","","","","","N","N",20170307,20170307,20170307,20170307,20170317,0,0,"",2020,20220610
"Apeldoorn","H","41","Besloten vennootschap met gewone structuur","45112","Handel/rep. personen-/lichte bedr.auto's","","","","","J","J",20170307,20170307,20211203,20170307,20211203,0,0,"",0,0
"Oosterend","H","01","Eenmanszaak","86919","Overige paramedische praktijken","55102","Hotels (geen hotel-rest.)/pens./conf.o.","","","N","N",0,0,20170307,20170301,20200119,0,0,"",0,0
"Breda","H","01","Eenmanszaak","9002","Dienstverlening voor uitvoerende kunst","","","","","N","N",0,0,20180821,20170215,20220414,0,0,"",0,0
"Utrecht","H","01","Eenmanszaak","6202","Advisering ohgv informatietechnologie","6209","Ov. dienstv. act. ohgv informatietechn.","7112","Ingenieurs/overig techn. ontwerp/advies","N","N",0,0,20170307,20170301,0,0,0,"",0,0
"Rhoon","H","01","Eenmanszaak","59111","Prod. films (geen televisiefilms)","","","","","N","N",0,0,20170307,20170301,0,0,0,"",0,0
"Peize","H","01","Eenmanszaak","7500","Veterinaire dienstverlening","","","","","N","N",0,0,20170307,20170307,0,0,0,"",0,0
"Rotterdam","H","41","Besloten vennootschap met gewone structuur","47916","Internethandel in vrijetijdsartikelen","6420","Financiële holdings","64302","Beleggingsinstellingen in vaste activa","N","N",20170307,20170307,20181022,20170307,20210901,0,0,"",2020,20211216
"Castricum","H","01","Eenmanszaak","70221","Organisatie-adviesbureaus","","","","","N","N",0,0,20170307,20170301,0,0,0,"",0,0
