"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Zundert","H","11","Vennootschap onder firma","0161","Dienstverl. akker- en/of tuinbouw","4941","Goederenvervoer over weg (geen verhuiz.)","8121","Interieurreiniging van gebouwen","N","N",20111121,0,20111125,20111121,20151201,0,0,"",0,0
"Katwijk","H","41","Besloten vennootschap met gewone structuur","70222","Advisering ohgv management/bedrijfsv.","64303","Beleggingsinst. met beperkte toetreding","78203","Banenpools (werkgelegenheidsprojecten)","N","N",20111124,20111124,20111125,20111124,0,0,0,"",2020,20211107
"Enschede","H","11","Vennootschap onder firma","47915","Internethandel huis- en tuinartikelen","47919","Internethandel alg.assortiment non-food","6202","Advisering ohgv informatietechnologie","N","N",20111125,0,20111125,20111125,20220101,0,0,"",0,0
"Hattem","H","01","Eenmanszaak","70221","Organisatie-adviesbureaus","85592","Bedrijfsopleiding en -training","","","N","N",0,0,20111125,20111201,20140715,0,0,"",0,0
"Zwolle","H","41","Besloten vennootschap met gewone structuur","6201","Ontwikkelen/produceren/uitgeven software","","","","","N","N",20111223,20111223,20111125,20111001,20220601,0,20111223,"",2021,20220304
"Oosterend","","72","Vereniging met beperkte rechtsbevoegdheid","94997","Overige belangenbehartiging (rest)","","","","","","",19300000,0,0,0,0,0,0,"",0,0
"Noordwijk","H","01","Eenmanszaak","85599","Studiebegeleiding/vorming/onderwijs","","","","","N","N",0,0,20111125,20111201,0,0,0,"",0,0
"Utrecht","H","41","Besloten vennootschap met gewone structuur","6209","Ov. dienstv. act. ohgv informatietechn.","6202","Advisering ohgv informatietechnologie","","","N","N",20120201,20120201,20200218,20111116,20200218,0,20120201,"",2020,20210319
"Winschoten","H","21","Commanditaire vennootschap","50201","Zee-/kustvaart(vracht/tank; geen sleep)","","","","","N","N",20111123,0,20111125,20111123,20210301,0,0,"",0,0
"Rotterdam","H","01","Eenmanszaak","1071","Verv. brood en vers banketbakkerswerk","","","","","N","N",0,0,20111125,20111125,20150105,0,0,"",0,0
"Arnhem","","72","Vereniging met beperkte rechtsbevoegdheid","85519","Overig sport- en recreatieonderwijs","","","","","","",19960801,0,0,0,0,0,0,"",0,0
"Hoofddorp","H","01","Eenmanszaak","8219","Secretariële dienstverlening","","","","","N","N",0,0,20111125,20111128,0,0,0,"",0,0
"Bleiswijk","H","41","Besloten vennootschap met gewone structuur","46311","Groothandel in groenten en fruit","","","","","J","J",20111228,20111228,20111125,20111123,0,0,20111228,"",2021,20220310
"Ter Aar","H","01","Eenmanszaak","70221","Organisatie-adviesbureaus","","","","","N","N",0,0,20111125,20111201,20160308,0,0,"",0,0
"Benschop","H","41","Besloten vennootschap met gewone structuur","7112","Ingenieurs/overig techn. ontwerp/advies","78202","Uitleenbureaus","","","N","N",20111122,20111122,20111125,20111122,0,0,0,"",2020,20211116
"Beuningen Gld","H","01","Eenmanszaak","4618","HB gespecialiseerd in overige goederen","","","","","N","N",0,0,20111125,20110701,0,0,0,"",0,0
"Dronten","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20111123,20111123,20160519,20111123,20211130,0,0,"",2021,20220502
"Almelo","","72","Vereniging met beperkte rechtsbevoegdheid","94991","Gezelligheidsverenigingen","","","","","","",19570301,0,0,0,0,0,0,"",0,0
"Bennekom","","71","Vereniging met volledige rechtsbevoegdheid","93125","Paardensport en maneges","","","","","","",20111122,20111122,0,0,0,0,0,"",0,0
"Numansdorp","H","01","Eenmanszaak","4333","Afwerking van vloeren en wanden","","","","","N","N",0,0,20111125,20111202,0,0,0,"",0,0
"Putten","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20111122,20111122,20111125,20111122,20211018,0,0,"",2019,20210801
"Dronten","H","41","Besloten vennootschap met gewone structuur","47591","Winkels in meubels","","","","","N","N",20111209,20111209,20150227,20111124,20150227,0,20111209,"",2021,20220209
"Woudenberg","H","01","Eenmanszaak","46499","GH ov. consumentenart. (non-food) (rest)","7112","Ingenieurs/overig techn. ontwerp/advies","","","J","N",0,0,20190103,20111125,20181207,0,0,"",0,0
"Koewacht","H","11","Vennootschap onder firma","5030","Binnenvaart (passagiersvaart/veerd.)","3315","Reparatie en onderhoud van schepen","43221","Loodg.- en fitterswerk; inst. sanitair","N","N",20110101,0,20111125,20070901,0,0,20110101,"",0,0
