"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Vianen NB","H","11","Vennootschap onder firma","8720","Huizen/dagverbl. verstandelijk gehand.","","","","","N","N",20131101,0,20131029,20131101,0,0,0,"",0,0
"Rotterdam","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",20130926,20130926,0,0,0,0,0,"",0,0
"Groningen","","71","Vereniging met volledige rechtsbevoegdheid","8560","Dienstverlening voor het onderwijs","","","","","","",20131028,20131028,0,0,0,0,0,"",0,0
"Waalwijk","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20131028,20131028,20131029,20131028,0,0,0,"",2020,20211101
"Almelo","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20131029,20131029,20131029,20131029,20140509,0,0,"",2020,20211105
"Epen","H","01","Eenmanszaak","01499","Fokken en houden van overige dieren","","","","","N","N",0,0,20131029,20130101,0,0,0,"",0,0
"Hoogland","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","6420","Financiële holdings","","","N","N",20131029,20131029,20131029,20131029,20201031,0,0,"",2020,20211031
"Eindhoven","H","01","Eenmanszaak","85599","Studiebegeleiding/vorming/onderwijs","","","","","N","N",0,0,20131029,20131101,20171123,0,0,"",0,0
"'s-Gravenhage","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",20010104,20010104,0,0,0,0,0,"",0,0
"Balkbrug","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20131203,20131203,20131029,20131028,20131203,0,20131203,"",2020,20220430
"Sassenheim","H","41","Besloten vennootschap met gewone structuur","70221","Organisatie-adviesbureaus","6420","Financiële holdings","","","N","N",20131029,20131029,20131029,20131029,0,0,0,"",2020,20211214
"Maastricht","H","01","Eenmanszaak","90011","Beoefening van podiumkunst","85522","Kunstzinnige vorming voor amateurs","","","N","N",0,0,20131029,20131031,20171218,0,0,"",0,0
"Tegelen","H","01","Eenmanszaak","5630","Cafés","","","","","N","N",0,0,20131029,20131030,20131216,0,0,"",0,0
"Nieuwe-Tonge","H","01","Eenmanszaak","47999","DH via overige distributievormen","32999","Verv. overige goederen (rest)","","","N","N",0,0,20131029,20131023,20190419,0,0,"",0,0
"Enschede","H","01","Eenmanszaak","9003","Schrijven en overige scheppende kunst","","","","","N","N",0,0,20131029,20131028,0,0,0,"",0,0
"'s-Hertogenbosch","H","01","Eenmanszaak","47914","Internethandel kleding, mode-artikelen","47713","Winkels in bovenkleding/mode-artikelen","","","N","N",0,0,20140506,20131101,20160701,0,0,"",0,0
"Nijmegen","H","01","Eenmanszaak","43221","Loodg.- en fitterswerk; inst. sanitair","","","","","N","N",0,0,20131029,20131104,20141202,0,0,"",0,0
"Geldrop","H","01","Eenmanszaak","53202","Koeriers","","","","","N","N",0,0,20131029,20131029,20150315,0,0,"",0,0
