"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Amsterdam","H","01","Eenmanszaak","9003","Schrijven en overige scheppende kunst","","","","","N","N",0,0,20160727,20020501,20161216,0,0,"",0,0
"2018 Antwerpen","H","94","Buitenl. EG-venn. met onderneming in Nederland","78201","Uitzendbureaus","78202","Uitleenbureaus","7830","Payrolling (personeelsbeheer)","N","N",20091001,20091001,20190913,20120801,20200214,0,0,"",0,0
"Heerlen","H","01","Eenmanszaak","86911","Praktijken van verloskundigen","","","","","N","N",0,0,20121022,20121022,0,0,0,"",0,0
"Lutjebroek","H","11","Vennootschap onder firma","96021","Haarverzorging","","","","","N","N",20121022,0,20121022,20121022,20121201,0,0,"",0,0
"Leiden","H","41","Besloten vennootschap met gewone structuur","47783","Winkels in schilderijen/kunstvoorwerpen","","","","","N","N",20121019,20121019,20121022,20121019,0,0,0,"",2020,20220602
"Capelle aan den IJssel","","74","Stichting","94993","Steunfondsen (niet ohgv welzijnszorg)","","","","","","",20121019,20121019,0,0,0,0,0,"",0,0
"Leusden","H","01","Eenmanszaak","85592","Bedrijfsopleiding en -training","","","","","N","N",0,0,20121022,20121022,0,0,0,"",0,0
"Rotterdam","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",20040701,20040701,0,0,0,0,0,"",0,0
"Helmond","H","41","Besloten vennootschap met gewone structuur","70221","Organisatie-adviesbureaus","85592","Bedrijfsopleiding en -training","","","N","N",20121017,20121017,20121022,20121017,20191211,0,0,"",2020,20220208
"Woerden","H","07","Maatschap","68204","Verh. onroerend goed (niet v woonruimte)","6831","Bemidd. bij handel/huur/verhuur onr.goed","6832","Beheer van onroerend goed","N","N",20110105,0,20121022,20110105,0,0,0,"",0,0
"2300 Turnhout","H","94","Buitenl. EG-venn. met onderneming in Nederland","6202","Advisering ohgv informatietechnologie","78202","Uitleenbureaus","","","N","N",20040817,20040817,20140412,20120701,0,0,0,"",0,0
"Earnewâld","H","41","Besloten vennootschap met gewone structuur","8010","Particuliere beveiliging","78202","Uitleenbureaus","","","N","N",20121019,20121019,20121022,20050627,0,0,20121019,"",2020,20211007
"Wassenaar","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","","","","","N","N",20121019,20121019,20121022,20121019,0,0,0,"",2021,20220610
"Amsterdam","H","41","Besloten vennootschap met gewone structuur","6201","Ontwikkelen/produceren/uitgeven software","","","","","N","N",20121017,20121017,20121022,20121017,20180101,0,0,"",2020,20211130
"Capelle aan den IJssel","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","70222","Advisering ohgv management/bedrijfsv.","70221","Organisatie-adviesbureaus","N","N",20121019,20121019,20121022,20121019,0,0,0,"",2021,20220502
"Maastricht","H","01","Eenmanszaak","9003","Schrijven en overige scheppende kunst","","","","","N","N",0,0,20121022,20070402,0,0,0,"",0,0
"Haarlem","H","41","Besloten vennootschap met gewone structuur","82999","Overige zakelijke dienstverlening (rest)","78202","Uitleenbureaus","","","N","N",20121018,20121018,20121022,20121018,20170701,0,0,"",2021,20220524
"Amsterdam","H","01","Eenmanszaak","74101","Communicatie- en grafisch ontwerp","90011","Beoefening van podiumkunst","9002","Dienstverlening voor uitvoerende kunst","N","N",0,0,20121022,20061201,20181003,0,0,"",0,0
"Helmond","","74","Stichting","94996","Overige ideële organisaties (rest)","","","","","","",20121018,20121018,0,0,0,0,0,"",0,0
"'s-Gravenhage","","74","Stichting","88993","Lokaal welzijnswerk","","","","","","",20121018,20121018,0,0,0,0,0,"",0,0
"Oirlo","H","01","Eenmanszaak","9003","Schrijven en overige scheppende kunst","9609","Overige dienstverlening (rest)","","","N","N",0,0,20121022,20121022,20140801,0,0,"",0,0
"Maria Hoop","H","01","Eenmanszaak","90011","Beoefening van podiumkunst","","","","","N","N",0,0,20121022,20121010,0,0,0,"",0,0
"Woerden","","74","Stichting","94993","Steunfondsen (niet ohgv welzijnszorg)","","","","","","",20121004,20121004,0,0,0,0,0,"",0,0
"Purmerend","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","70222","Advisering ohgv management/bedrijfsv.","","","N","N",20121018,20121018,20121022,20121018,0,0,0,"",2021,20220425
"Elst","H","41","Besloten vennootschap met gewone structuur","47742","Winkels in medische/orthopedische art.","","","","","N","N",20121018,20121018,20121022,20121018,20171101,0,0,"",2020,20210930
"'s-Gravenhage","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20121022,20121022,20201125,20121022,20201125,0,0,"",2018,20191107
"Dordrecht","","74","Stichting","94997","Overige belangenbehartiging (rest)","","","","","","",20121015,20121015,0,0,0,0,0,"",0,0
"Dongen","H","01","Eenmanszaak","31011","Interieurbouw","","","","","N","N",0,0,20121022,20121029,20200122,0,0,"",0,0
"Winterswijk Miste","H","41","Besloten vennootschap met gewone structuur","6810","Handel in eigen onroerend goed","","","","","N","N",20121022,20121022,20121022,20121022,20181004,0,0,"",2020,20210802
"Houten","H","41","Besloten vennootschap met gewone structuur","5629","Kantines en contractcatering","","","","","N","N",20121018,20121018,20121022,20121018,20200706,0,0,"",2020,20211209
"Bilthoven","H","01","Eenmanszaak","4120","Algemene burgerlijke en utiliteitsbouw","4222","Leggen van elektr.-/telecom.kabels","43221","Loodg.- en fitterswerk; inst. sanitair","N","N",0,0,20121022,20121022,20191115,0,0,"",0,0
"Rotterdam","H","01","Eenmanszaak","56102","Fastfoodrest, cafet, ijssal, eetkr e.d.","","","","","N","N",0,0,20121022,19610805,0,0,20121019,"",0,0
"Arnhem","H","41","Besloten vennootschap met gewone structuur","56101","Restaurants","","","","","N","N",20121019,20121019,20121022,20121019,20121029,0,0,"",2020,20211125
"Amsterdam","H","01","Eenmanszaak","90011","Beoefening van podiumkunst","","","","","N","N",0,0,20191011,20070901,20200403,0,0,"",0,0
"Amersfoort","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",20041108,20041108,20121022,0,0,0,0,"",0,0
"Alphen aan den Rijn","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",20010608,20010608,0,0,0,0,0,"",0,0
"Wageningen","H","41","Besloten vennootschap met gewone structuur","47919","Internethandel alg.assortiment non-food","46901","Niet-gespec. GH in consumentenartikelen","","","J","J",20121019,20121019,20121022,20121019,20171227,0,0,"",2016,20180910
"Nieuw-Vennep","H","41","Besloten vennootschap met gewone structuur","6202","Advisering ohgv informatietechnologie","6201","Ontwikkelen/produceren/uitgeven software","","","N","N",20121019,20121019,20121022,20121019,20200901,0,0,"",2020,20220524
