"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Vinkeveen","","71","Vereniging met volledige rechtsbevoegdheid","94997","Overige belangenbehartiging (rest)","","","","","","",19941107,0,0,0,0,0,0,"",0,0
"Veenendaal","","71","Vereniging met volledige rechtsbevoegdheid","94997","Overige belangenbehartiging (rest)","","","","","","",19941112,19941112,0,0,0,0,0,"",0,0
"Woerden","","72","Vereniging met beperkte rechtsbevoegdheid","94997","Overige belangenbehartiging (rest)","","","","","","",19940329,19940329,0,0,0,0,0,"",0,0
"Maarssen","","71","Vereniging met volledige rechtsbevoegdheid","94991","Gezelligheidsverenigingen","","","","","","",19941111,19941111,0,0,0,0,0,"",0,0
"'s-Gravenhage","","71","Vereniging met volledige rechtsbevoegdheid","94996","Overige ideële organisaties (rest)","","","","","","",19840908,0,0,0,0,0,0,"",0,0
"Wijk bij Duurstede","","71","Vereniging met volledige rechtsbevoegdheid","94992","Hobbyclubs","","","","","","",19941121,19941121,0,0,0,0,0,"",0,0
"Veenendaal","","71","Vereniging met volledige rechtsbevoegdheid","94997","Overige belangenbehartiging (rest)","","","","","","",19941130,19941130,0,0,0,0,0,"",0,0
"Maarssen","","71","Vereniging met volledige rechtsbevoegdheid","94997","Overige belangenbehartiging (rest)","","","","","","",19830412,0,0,0,0,0,0,"",0,0
"Drachten","","71","Vereniging met volledige rechtsbevoegdheid","9412","Beroepsorganisaties","","","","","","",19941222,19941222,0,0,0,0,0,"",0,0
"Utrecht","","71","Vereniging met volledige rechtsbevoegdheid","90011","Beoefening van podiumkunst","","","","","","",19941219,19941219,0,0,0,0,0,"",0,0
"Veenendaal","","71","Vereniging met volledige rechtsbevoegdheid","9411","Bedrijfs- en werkgeversorganisaties","","","","","","",19941213,19941213,0,0,0,0,0,"",0,0
"Vinkeveen","","71","Vereniging met volledige rechtsbevoegdheid","94997","Overige belangenbehartiging (rest)","","","","","","",19941228,19941228,0,0,0,0,0,"",0,0
"Utrecht","","71","Vereniging met volledige rechtsbevoegdheid","94997","Overige belangenbehartiging (rest)","","","","","","",19941228,19941228,0,0,0,0,0,"",0,0
"IJsselstein","","71","Vereniging met volledige rechtsbevoegdheid","88993","Lokaal welzijnswerk","","","","","","",19941228,19941228,0,0,0,0,0,"",0,0
"Utrecht","","71","Vereniging met volledige rechtsbevoegdheid","94991","Gezelligheidsverenigingen","","","","","","",19730800,0,0,0,0,0,0,"",0,0
"Bilthoven","","71","Vereniging met volledige rechtsbevoegdheid","94992","Hobbyclubs","","","","","","",19821114,0,0,0,0,0,0,"",0,0
"Utrecht","","71","Vereniging met volledige rechtsbevoegdheid","94991","Gezelligheidsverenigingen","","","","","","",19700123,0,0,0,0,0,0,"",0,0
"Voorthuizen","","71","Vereniging met volledige rechtsbevoegdheid","8230","Organiseren van congressen en beurzen","","","","","","",19950101,0,20030115,0,0,0,0,"",0,0
"Ede","H","71","Vereniging met volledige rechtsbevoegdheid","94997","Overige belangenbehartiging (rest)","","","","","N","N",19941231,19941231,20210413,20040503,20210401,0,0,"",0,0
"Heiloo","","71","Vereniging met volledige rechtsbevoegdheid","94997","Overige belangenbehartiging (rest)","","","","","","",19940319,0,0,0,0,0,0,"",0,0
"Utrecht","","71","Vereniging met volledige rechtsbevoegdheid","90011","Beoefening van podiumkunst","","","","","","",19930115,0,0,0,0,0,0,"",0,0
"Baambrugge","","71","Vereniging met volledige rechtsbevoegdheid","93125","Paardensport en maneges","","","","","","",19920612,0,0,0,0,0,0,"",0,0
"Nieuwegein","","71","Vereniging met volledige rechtsbevoegdheid","94997","Overige belangenbehartiging (rest)","","","","","","",19941222,0,0,0,0,0,0,"",0,0
"Woudenberg","","71","Vereniging met volledige rechtsbevoegdheid","94992","Hobbyclubs","","","","","","",19950111,19950111,0,0,0,0,0,"",0,0
"Nieuwegein","","71","Vereniging met volledige rechtsbevoegdheid","94997","Overige belangenbehartiging (rest)","","","","","","",19950117,19950117,0,0,0,0,0,"",0,0
"Utrecht","","71","Vereniging met volledige rechtsbevoegdheid","94997","Overige belangenbehartiging (rest)","","","","","","",19950119,0,0,0,0,0,0,"",0,0
"Wijk bij Duurstede","","71","Vereniging met volledige rechtsbevoegdheid","6832","Beheer van onroerend goed","","","","","","",19950123,0,0,0,0,0,0,"",0,0
"'s-Gravenhage","","71","Vereniging met volledige rechtsbevoegdheid","9411","Bedrijfs- en werkgeversorganisaties","","","","","","",19950131,19950131,0,0,0,0,0,"",0,0
"Zaandam","","71","Vereniging met volledige rechtsbevoegdheid","94992","Hobbyclubs","","","","","","",19950131,19950131,0,0,0,0,0,"",0,0
"Utrecht","","71","Vereniging met volledige rechtsbevoegdheid","94992","Hobbyclubs","","","","","","",19950131,19950131,0,0,0,0,0,"",0,0
"IJsselstein","","71","Vereniging met volledige rechtsbevoegdheid","90011","Beoefening van podiumkunst","","","","","","",19810608,0,0,0,0,0,0,"",0,0
"Utrecht","","71","Vereniging met volledige rechtsbevoegdheid","94997","Overige belangenbehartiging (rest)","","","","","","",18420423,0,0,0,0,0,0,"",0,0
"Bunnik","","71","Vereniging met volledige rechtsbevoegdheid","94997","Overige belangenbehartiging (rest)","","","","","","",19950101,0,0,0,0,0,0,"",2013,0
"Utrecht","","74","Stichting","94991","Gezelligheidsverenigingen","","","","","","",19950221,19950221,0,0,0,0,0,"",0,0
"Naarden","","71","Vereniging met volledige rechtsbevoegdheid","94997","Overige belangenbehartiging (rest)","","","","","","",19940616,0,20190401,0,0,0,0,"",0,0
"Nieuwegein","","71","Vereniging met volledige rechtsbevoegdheid","94997","Overige belangenbehartiging (rest)","","","","","","",19950224,19950224,0,0,0,0,0,"",0,0
