"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Rotterdam","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20131228,20131227,20140131,20131228,20200101,0,0,"",2014,20160428
"Rotterdam","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20131228,20131227,20140131,20131228,20200901,0,0,"",2014,20160428
"Zutphen","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20131228,20131227,20140131,20131228,0,0,0,"",2020,20220222
"Zwijndrecht","H","41","Besloten vennootschap met gewone structuur","6810","Handel in eigen onroerend goed","","","","","N","N",20140130,20140130,20140131,20140130,20181001,0,0,"",2020,20220405
"Maasvlakte Rotterdam","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20140130,20140130,20140131,20140130,20200828,0,0,"",2020,20220117
"Vriescheloo","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20140130,20140130,20140131,20140130,0,0,0,"",2019,20201121
"Anderen","","74","Stichting","9002","Dienstverlening voor uitvoerende kunst","","","","","","",20140129,20140129,0,0,0,0,0,"",0,0
"Maastricht","","74","Stichting","94993","Steunfondsen (niet ohgv welzijnszorg)","","","","","","",20140114,20140114,0,0,0,0,0,"",0,0
"Bergen op Zoom","","71","Vereniging met volledige rechtsbevoegdheid","9420","Werknemersorganisaties","","","","","","",20140130,20140130,0,0,0,0,0,"",0,0
"Amsterdam","H","41","Besloten vennootschap met gewone structuur","6201","Ontwikkelen/produceren/uitgeven software","","","","","N","N",20140129,20140129,20140131,20140129,0,0,0,"",2020,20211029
"Almere","H","01","Eenmanszaak","4120","Algemene burgerlijke en utiliteitsbouw","","","","","N","N",0,0,20140131,20140204,20210531,0,0,"",0,0
"Haps","H","41","Besloten vennootschap met gewone structuur","64302","Beleggingsinstellingen in vaste activa","","","","","N","N",20140130,20140130,20220103,20140130,20220101,0,0,"",2020,20211028
"Julianadorp","H","01","Eenmanszaak","88101","Thuiszorg","86929","Samenwerkingsorganen ohgv gez.zorg","96031","Uitvaartverzorging","N","N",0,0,20140131,20140120,0,0,0,"",0,0
"Zeewolde","H","41","Besloten vennootschap met gewone structuur","4661","GH landbouwmachines/werktuigen/tractoren","9609","Overige dienstverlening (rest)","","","J","J",20140129,20140129,20140131,20140129,0,0,0,"",2019,20210518
"Zoetermeer","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",20131007,20131007,0,0,0,0,0,"",0,0
"Krommenie","H","01","Eenmanszaak","4321","Elektrotechnische bouwinstallatie","","","","","J","N",0,0,20161103,20140131,20191029,0,0,"",0,0
"Hoog Soeren","H","41","Besloten vennootschap met gewone structuur","56102","Fastfoodrest, cafet, ijssal, eetkr e.d.","","","","","N","N",20140131,20140131,20140131,20140131,0,0,0,"",2020,20220512
"Drunen","H","41","Besloten vennootschap met gewone structuur","6209","Ov. dienstv. act. ohgv informatietechn.","","","","","N","N",20140127,20140127,20140131,20140127,20180119,0,0,"",2021,20220530
"Enschede","","74","Stichting","6420","Financiële holdings","","","","","","",20140130,20140130,0,0,0,0,0,"",0,0
"'s-Gravenhage","H","41","Besloten vennootschap met gewone structuur","70221","Organisatie-adviesbureaus","64302","Beleggingsinstellingen in vaste activa","90042","Evenementenhallen","N","N",20140131,20140131,20140131,20140131,20150525,0,0,"",2019,20201221
"Lopik","H","01","Eenmanszaak","52109","Opslag in distr.centra en overige opslag","45194","Handel in en reparatie van caravans","45112","Handel/rep. personen-/lichte bedr.auto's","N","N",0,0,20170502,20140101,20220207,0,0,"",0,0
"Almelo","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","64303","Beleggingsinst. met beperkte toetreding","","","N","N",20140128,20140128,20140131,20140128,0,0,0,"",2020,20210827
"Arnhem","H","01","Eenmanszaak","8553","Auto- en motorrijscholen","","","","","N","N",0,0,20140131,20140131,20140605,0,0,"",0,0
"Heerenveen","H","41","Besloten vennootschap met gewone structuur","4391","Dakdekken en bouwen van dakconstructies","","","","","N","N",20140130,20140130,20140131,20140130,0,0,0,"",2019,20210129
"Harderwijk","H","41","Besloten vennootschap met gewone structuur","70221","Organisatie-adviesbureaus","","","","","N","N",20140131,20140131,20140131,20140131,0,0,0,"",2020,20220421
"'s-Gravenhage","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",19790130,19790130,0,0,0,0,0,"",0,0
"Hengelo","H","01","Eenmanszaak","4120","Algemene burgerlijke en utiliteitsbouw","4333","Afwerking van vloeren en wanden","7112","Ingenieurs/overig techn. ontwerp/advies","N","N",0,0,20140131,20140131,20210508,0,0,"",0,0
"Dodewaard","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20140130,20140130,20140131,20140130,0,0,0,"",2020,20211201
"Moergestel","H","11","Vennootschap onder firma","70221","Organisatie-adviesbureaus","","","","","N","N",20140131,0,20140131,20140131,0,0,0,"",0,0
"Doetinchem","","74","Stichting","87301","Huizen/dagverbl. niet-verstand. gehand.","","","","","","",20140131,20140131,0,0,0,0,0,"",0,0
"Amsterdam","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20140130,20140130,20140131,20140130,20170115,0,0,"",2019,20210816
"Amsterdam","H","01","Eenmanszaak","6311","Gegevensverw./webhosting/aanverw. activ.","70221","Organisatie-adviesbureaus","","","N","N",0,0,20140131,20140201,0,0,0,"",0,0
"Werkendam","H","41","Besloten vennootschap met gewone structuur","46693","GH verbrandingsmotoren/pompen/compress.","","","","","J","J",20140129,20140129,20190419,20140129,20190416,0,0,"",2020,20220428
"Diepenveen","H","41","Besloten vennootschap met gewone structuur","69203","Boekhoudkantoren","69204","Belastingconsulenten","69102","Rechtskundige adviesbureaus","N","N",20140129,20140129,20140131,19880101,0,0,20140129,"",2018,20200707
"Gorinchem","H","41","Besloten vennootschap met gewone structuur","70221","Organisatie-adviesbureaus","","","","","N","N",20140131,20140131,20140131,20140131,20210301,0,0,"",2021,20220603
"'s-Gravenhage","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",19780227,19780227,0,0,0,0,0,"",0,0
"Breda","","74","Stichting","6832","Beheer van onroerend goed","","","","","","",20140130,20140130,0,0,0,0,0,"",0,0
"Landsmeer","H","01","Eenmanszaak","5621","Eventcatering","9002","Dienstverlening voor uitvoerende kunst","8219","Secretariële dienstverlening","N","N",0,0,20140131,20140101,0,0,0,"",0,0
"Amsterdam","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20140129,20140129,20140131,20140129,20210601,0,0,"",2020,20220225
