"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Ambt Delden","","74","Stichting","94991","Gezelligheidsverenigingen","","","","","","",20010504,20010504,0,0,0,0,0,"",0,0
"Losser","H","41","Besloten vennootschap met gewone structuur","2511","Verv. metalen constr.werken/delen ervan","","","","","N","N",20010509,20010509,20010515,20010509,20190301,0,0,"",2019,20210218
"Agelo","H","01","Eenmanszaak","70221","Organisatie-adviesbureaus","1392","Verv. geconfectioneerde art. van textiel","","","N","N",0,0,20010516,20010501,20041028,0,0,"",0,0
"Enschede","H","01","Eenmanszaak","45401","GH en HB in motorfiets(onderdel)en","","","","","N","N",0,0,20010516,20010516,20150310,0,0,"",0,0
"Winssen","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","","",20010514,20010514,20010515,20010514,0,0,0,"",2018,20200325
"Sinderen","H","01","Eenmanszaak","42112","Stratenmaken","4312","Grondverzet","","","","",0,0,20010515,20010416,0,0,0,"",0,0
"Lent","H","01","Eenmanszaak","9529","Reparatie van overige consumentenart.","","","","","","",0,0,20010515,20010515,0,0,0,"",0,0
"Mariënvelde","H","01","Eenmanszaak","4120","Algemene burgerlijke en utiliteitsbouw","","","","","","",0,0,20010516,20010516,20080101,0,0,"",0,0
"Loo Gld","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20010511,20010511,20010516,20010511,20130911,0,0,"",2020,20211008
"Doetinchem","H","01","Eenmanszaak","96021","Haarverzorging","","","","","","",0,0,20010516,20010517,20101101,0,0,"",0,0
"Ulft","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","","",20010514,20010514,20010516,19881001,0,0,20010514,"",2020,20211209
"Druten","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","66292","Pensioenadv.bureaus/beheer pensioenverm.","6622","Assurantietussenpersonen","N","N",20010618,20010618,20010516,20010401,20190201,0,20010618,"",2020,20210401
"Tiel","H","01","Eenmanszaak","85592","Bedrijfsopleiding en -training","7430","Vertalers en tolken","","","N","N",0,0,20010516,20010516,0,0,0,"",0,0
"Opheusden","H","01","Eenmanszaak","8130","Landschapsverzorging","42112","Stratenmaken","","","N","N",0,0,20010516,20010501,0,0,0,"",0,0
"Voorburg","H","41","Besloten vennootschap met gewone structuur","6622","Assurantietussenpersonen","66292","Pensioenadv.bureaus/beheer pensioenverm.","","","N","N",20010711,20010711,20130411,20010502,20130403,0,20010711,"",2019,20200922
"Weert","","71","Vereniging met volledige rechtsbevoegdheid","9411","Bedrijfs- en werkgeversorganisaties","","","","","","",20010412,20010412,0,0,0,0,0,"",0,0
"Roermond","","74","Stichting","94997","Overige belangenbehartiging (rest)","","","","","","",20010426,20010426,0,0,0,0,0,"",0,0
"Belfeld","H","41","Besloten vennootschap met gewone structuur","64302","Beleggingsinstellingen in vaste activa","","","","","N","N",20010507,20010507,20010516,20010507,20030630,0,0,"",2020,20220408
"Vredepeel","H","41","Besloten vennootschap met gewone structuur","4661","GH landbouwmachines/werktuigen/tractoren","","","","","N","N",20010503,20010503,20010516,20010503,0,0,0,"",2020,20211118
"Wanssum","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20010503,20010503,20010516,20010503,0,0,0,"",2020,20211027
"Venray","H","41","Besloten vennootschap met gewone structuur","46691","Groothandel in intern transportmaterieel","","","","","J","J",20010503,20010503,20010516,19911101,20140601,0,20010503,"",2020,20211027
"Wijlre","H","01","Eenmanszaak","7112","Ingenieurs/overig techn. ontwerp/advies","86919","Overige paramedische praktijken","","","J","J",0,0,20010516,20010516,20150607,0,0,"",0,0
