"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Lichtenvoorde","H","11","Vennootschap onder firma","01411","Houden van melkvee","","","","","N","N",20110101,0,20120217,20000101,0,0,20110101,"",0,0
"Ede","H","41","Besloten vennootschap met gewone structuur","46499","GH ov. consumentenart. (non-food) (rest)","46462","GH med./tandheelk.instr./verpl.art. e.d.","","","J","J",20120214,20120214,20170117,20120214,20160701,0,0,"",2021,20220316
"Bunschoten-Spakenburg","H","41","Besloten vennootschap met gewone structuur","70221","Organisatie-adviesbureaus","","","","","N","N",20120420,20120420,20120217,20120116,0,0,20120420,"",2021,20220425
"Rotterdam","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20120503,20120503,20120217,20120101,20120801,0,20120503,"",2019,20201224
"Berkel-Enschot","H","01","Eenmanszaak","69202","Accountants-administratieconsulenten","","","","","N","N",0,0,20120217,20120217,0,0,0,"",0,0
"Vijlen","H","01","Eenmanszaak","8621","Praktijken van huisartsen","","","","","N","N",0,0,20120217,20120217,0,0,0,"",0,0
"Voorschoten","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20120605,20120605,20120217,20120215,20180501,0,20120605,"",2020,20211104
"Oss","","74","Stichting","94991","Gezelligheidsverenigingen","","","","","","",20120216,20120216,0,0,0,0,0,"",0,0
"Venlo","H","41","Besloten vennootschap met gewone structuur","46219","GH overige akkerbouwproducten","","","","","J","J",20120216,20120216,20120217,20120216,20171201,0,0,"",2021,20220511
"Abcoude","H","01","Eenmanszaak","94919","Over. levensbeschouwelijke organisaties","85599","Studiebegeleiding/vorming/onderwijs","","","N","N",0,0,20120217,20120101,20160101,0,0,"",0,0
"Barchem","H","41","Besloten vennootschap met gewone structuur","93125","Paardensport en maneges","","","","","N","N",20120216,20120216,20180213,20120216,20180213,0,0,"",2019,20200804
"Amsterdam","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","70221","Organisatie-adviesbureaus","","","N","N",20120307,20120307,20120217,20120215,20190101,0,20120307,"",2021,20220614
"Groningen","H","01","Eenmanszaak","90011","Beoefening van podiumkunst","85522","Kunstzinnige vorming voor amateurs","","","N","N",0,0,20141124,20120217,20150401,0,0,"",0,0
"Paterswolde","H","01","Eenmanszaak","85519","Overig sport- en recreatieonderwijs","","","","","N","N",0,0,20120217,20120217,20120608,0,0,"",0,0
"Gorinchem","","88","Publiekrechtelijke rechtspersoon","8411","Algemeen overheidsbestuur","","","","","","",0,0,0,0,0,0,0,"",0,0
