"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"'s-Gravenhage","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20070823,20070823,20070824,20070725,20200301,0,20070823,"",2021,20220525
"Wassenaar","H","41","Besloten vennootschap met gewone structuur","43999","Overige gespec. werkz. in de bouw (rest)","46471","Groothandel in huismeubilair","4665","Groothandel in bedrijfsmeubels","N","N",20070725,20070725,20070726,20070725,20180312,0,0,"",2021,20220504
"Leiden","H","01","Eenmanszaak","70221","Organisatie-adviesbureaus","","","","","N","N",0,0,20070726,20070801,0,0,0,"",0,0
"Warmond","H","01","Eenmanszaak","6202","Advisering ohgv informatietechnologie","","","","","N","N",0,0,20070726,20070723,20100501,0,0,"",0,0
"Ter Aar","H","01","Eenmanszaak","45112","Handel/rep. personen-/lichte bedr.auto's","","","","","N","N",0,0,20070726,20070801,20150901,0,0,"",0,0
"Utrecht","","74","Stichting","90011","Beoefening van podiumkunst","","","","","","",20070726,20070726,0,0,0,0,0,"",0,0
"Utrecht","H","41","Besloten vennootschap met gewone structuur","7311","Reclamebureaus","","","","","","",20071102,20071102,20070726,20070718,20210611,0,20071102,"",2020,20211209
"Zeist","H","41","Besloten vennootschap met gewone structuur","66191","Admin.kantoren voor aandelen/obligaties","","","","","","",20070720,20070720,20070726,20070720,0,0,0,"",2021,20220414
"'t Goy","H","41","Besloten vennootschap met gewone structuur","66191","Admin.kantoren voor aandelen/obligaties","","","","","","",20070725,20070725,20070726,20070725,20120501,0,0,"",2021,20220524
"Weert","H","41","Besloten vennootschap met gewone structuur","77111","Verh. personen-/lichte bedrijfsauto's","","","","","J","J",20070720,20070720,20170316,20070720,20170206,0,0,"",2020,20210712
"Bunschoten-Spakenburg","","74","Stichting","85599","Studiebegeleiding/vorming/onderwijs","","","","","","",20070726,20070726,0,0,0,0,0,"",0,0
"Zeist","H","41","Besloten vennootschap met gewone structuur","70221","Organisatie-adviesbureaus","6420","Financiële holdings","","","","",20070725,20070725,20070726,20070725,0,0,0,"",2020,20220519
"Driebergen-Rijsenburg","H","01","Eenmanszaak","70221","Organisatie-adviesbureaus","","","","","","",0,0,20070726,20070701,0,0,0,"",0,0
"Veenendaal","","74","Stichting","9002","Dienstverlening voor uitvoerende kunst","","","","","","",20070725,20070725,0,0,0,0,0,"",0,0
"Breukelen","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","","",20070815,20070815,20070726,20070701,0,0,20070815,"",2018,20200115
"Everdingen","H","01","Eenmanszaak","4334","Schilderen en glaszetten","","","","","","",0,0,20070726,20070727,20210801,0,0,"",0,0
"Utrecht","","74","Stichting","9002","Dienstverlening voor uitvoerende kunst","","","","","","",20070726,20070726,0,0,0,0,0,"",0,0
"Groningen","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","","",20070724,20070724,20150609,20070724,20200901,0,0,"",2020,20210510
"Soest","H","41","Besloten vennootschap met gewone structuur","4321","Elektrotechnische bouwinstallatie","","","","","","",20070817,20070817,20070726,20070723,20080901,0,20070817,"",2020,20210629
"Blaricum","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","","",20070720,20070720,20070726,20070720,20160831,0,0,"",2021,20220421
"Huizen","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","","",20070802,20070802,20070726,20070801,0,0,20070802,"",2020,20211125
"Ede","H","41","Besloten vennootschap met gewone structuur","4632","GH vlees(waren)/wild en gev. (niet lev.)","","","","","","",20070823,20070823,20091117,20070716,20091116,0,20070823,"",2020,20210802
