"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Hilversum","H","41","Besloten vennootschap met gewone structuur","6832","Beheer van onroerend goed","","","","","N","N",19900614,19900614,20210802,20140101,20210802,0,0,"",2020,20210330
"Uithoorn","H","11","Vennootschap onder firma","4634","Groothandel in dranken (geen zuivel)","","","","","J","N",19930823,0,20140109,20140102,0,0,0,"",0,0
"Amersfoort","N","41","Besloten vennootschap met gewone structuur","4762","Winkels kranten/tijdschr./kantoorbeh.","4726","Winkels in tabaksproducten","","","N","N",19780609,19780609,20140109,20131223,0,0,0,"",2021,0
"Rotterdam","N","41","Besloten vennootschap met gewone structuur","4762","Winkels kranten/tijdschr./kantoorbeh.","4726","Winkels in tabaksproducten","","","N","N",19820420,19820420,20140109,20131221,0,0,0,"",2021,0
"Enschede","N","41","Besloten vennootschap met gewone structuur","47712","Winkels in dameskleding","","","","","N","N",20040408,20040408,20140109,20130901,0,0,0,"",2021,0
"Leiden","N","41","Besloten vennootschap met gewone structuur","47712","Winkels in dameskleding","","","","","N","N",20040408,20040408,20140109,20130601,0,0,0,"",2021,0
"Limmen","","41","Besloten vennootschap met gewone structuur","","","","","","","","",20010126,20010126,0,0,0,0,0,"",2011,20130129
"Dokkum","N","74","Stichting","91021","Musea","","","","","N","N",19660614,0,20140109,19630101,0,0,20140101,"",0,0
"Zuidwolde","N","07","Maatschap","01471","Opfokken en/of houden van leghennen","","","","","N","N",20080101,0,20140109,20080101,0,0,20130101,"",0,0
"Steenwijk","H","01","Eenmanszaak","29202","Verv. aanhangwagens en opleggers","4652","GH elektronische/telecommunicatieapp.","52291","Expediteurs/cargadoors/bevrachters e.d.","J","N",0,0,20140109,19810401,20170310,0,20140101,"",0,0
"Eindhoven","N","41","Besloten vennootschap met gewone structuur","70222","Advisering ohgv management/bedrijfsv.","70221","Organisatie-adviesbureaus","","","N","N",20120531,20120531,20140109,20140101,0,0,0,"",2020,20210428
