"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Noordlaren","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","","",19960822,19960822,19960906,19960822,20210101,0,0,"",2021,20220527
"Hoogezand","H","41","Besloten vennootschap met gewone structuur","70222","Advisering ohgv management/bedrijfsv.","","","","","N","N",19960822,19960822,19960906,19960822,20021101,0,0,"",2021,20220407
"Odoorn","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","","",19960904,19960904,19960909,19960904,20110301,0,0,"",2021,20220525
"Zorgvlied","H","11","Vennootschap onder firma","5530","Kampeerterreinen","","","","","","",19960401,0,19960909,19960401,0,0,0,"",0,0
"Eelde","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","","",19960906,19960906,19960909,19960906,20041018,0,0,"",2021,20220511
"IJhorst","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","","",19960906,19960906,20030714,19960906,20030701,0,0,"",2020,20210719
"Staphorst","H","01","Eenmanszaak","4332","Bouwtimmeren","","","","","","",0,0,19960909,19960906,0,0,0,"",0,0
"Ommen","H","11","Vennootschap onder firma","47713","Winkels in bovenkleding/mode-artikelen","","","","","","",19960909,0,19960909,19960909,20030527,0,0,"",0,0
"Zwolle","H","11","Vennootschap onder firma","70222","Advisering ohgv management/bedrijfsv.","8291","Kredietinformatie- en incassobureaus","","","","",19960909,0,19960909,19960909,20210101,0,0,"",0,0
"Nijverdal","H","41","Besloten vennootschap met gewone structuur","46731","Groothandel in hout en plaatmateriaal","16102","Verduurzamen van hout","","","N","N",19961030,19961030,19960906,19960801,20100401,0,19961030,"",2020,20211214
