"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Kerkdriel","H","01","Eenmanszaak","6202","Advisering ohgv informatietechnologie","7490","Overige special. zakelijke dienstverl.","","","N","N",0,0,20141210,20141201,0,0,0,"",0,0
"Wormer","","74","Stichting","6420","Financiële holdings","","","","","","",20141209,20141209,0,0,0,0,0,"",0,0
"Leiden","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","7112","Ingenieurs/overig techn. ontwerp/advies","","","N","N",20141209,20141209,20141210,20141209,0,0,0,"",2020,20211110
"Schoorl","H","01","Eenmanszaak","70221","Organisatie-adviesbureaus","70222","Advisering ohgv management/bedrijfsv.","","","N","N",0,0,20141210,20141208,0,0,0,"",0,0
"Haarlem","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",20141209,20141209,0,0,0,0,0,"",0,0
"Zwolle","H","41","Besloten vennootschap met gewone structuur","86929","Samenwerkingsorganen ohgv gez.zorg","","","","","N","N",20141209,20141209,20150521,20141209,20220225,0,0,"",2020,20210804
"Maasdijk","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20141204,20141204,20150326,20141204,20210726,0,0,"",2018,20200211
"Zwolle","H","41","Besloten vennootschap met gewone structuur","86221","Praktijken medisch spec./med. dagbehand.","","","","","N","N",20141209,20141209,20141210,20141209,0,0,0,"",2020,20220315
"Sneek","H","41","Besloten vennootschap met gewone structuur","47918","Internethandel overige non-food","","","","","N","N",20141209,20141209,20141210,20141209,0,0,0,"",2020,20220125
"Zuidhorn","H","11","Vennootschap onder firma","01422","Overige vleesveehouderij/zoogkoeienbedr.","7112","Ingenieurs/overig techn. ontwerp/advies","","","N","N",20140506,0,20141210,20080301,0,0,20140506,"",0,0
"Heerhugowaard","H","01","Eenmanszaak","1072","Verv. houdbaar banketbakkerswerk","","","","","N","N",0,0,20141210,20141103,20220531,0,0,"",0,0
"Baarn","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","N","N",20150105,20150105,20151211,20141201,20151201,0,20150105,"",0,0
"Haarlem","H","01","Eenmanszaak","7490","Overige special. zakelijke dienstverl.","","","","","N","N",0,0,20141210,20141209,0,0,0,"",0,0
"'s-Heer Hendrikskinderen","H","41","Besloten vennootschap met gewone structuur","86221","Praktijken medisch spec./med. dagbehand.","","","","","N","N",20141209,20141209,20141210,20141209,0,0,0,"",2020,20211210
"Maarn","H","01","Eenmanszaak","8891","Kinderopvang","","","","","N","N",0,0,20141210,20141217,0,0,0,"",0,0
