"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Rotterdam","H","41","Besloten vennootschap met gewone structuur","4110","Projectontwikkeling","","","","","N","N",20191209,20191209,20191210,20191209,0,0,0,"",0,0
"Enschede","","74","Stichting","94993","Steunfondsen (niet ohgv welzijnszorg)","","","","","","",20191209,20191209,0,0,0,0,0,"",0,0
"Katwijk","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","N","N",20191209,20191209,20191210,20191209,0,0,0,"",2021,20220608
"Noord-Sleen","H","01","Eenmanszaak","85599","Studiebegeleiding/vorming/onderwijs","","","","","N","N",0,0,20191210,20191201,0,0,0,"",0,0
"Eindhoven","H","41","Besloten vennootschap met gewone structuur","70221","Organisatie-adviesbureaus","6420","Financiële holdings","","","N","N",20191206,20191206,20211215,20191206,20211215,0,0,"",2020,20220203
"Hoorn","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","N","N",20191204,20191204,20191210,20191204,20211015,0,0,"",2021,20220415
"Rotterdam","H","01","Eenmanszaak","5621","Eventcatering","","","","","N","N",0,0,20191210,20191210,0,0,0,"",0,0
"Duiven","","71","Vereniging met volledige rechtsbevoegdheid","9492","Politieke organisaties","","","","","","",20191209,20191209,0,0,0,0,0,"",0,0
"Borne","H","41","Besloten vennootschap met gewone structuur","86221","Praktijken medisch spec./med. dagbehand.","","","","","N","N",20191209,20191209,20191210,20191209,0,0,0,"",2020,20210706
"Oosterbeek","","74","Stichting","64303","Beleggingsinst. met beperkte toetreding","","","","","","",20191209,20191209,0,0,0,0,0,"",0,0
"Borne","H","01","Eenmanszaak","8219","Secretariële dienstverlening","","","","","N","N",0,0,20191210,20191209,20210522,0,0,"",0,0
"Nijmegen","H","01","Eenmanszaak","74201","Fotografie","6391","Persagentschappen","","","N","N",0,0,20191210,20191210,20210328,0,0,"",0,0
"Delden","H","01","Eenmanszaak","74201","Fotografie","","","","","N","N",0,0,20191210,20191128,0,0,0,"",0,0
"Zeist","H","01","Eenmanszaak","7311","Reclamebureaus","","","","","N","N",0,0,20210407,20191209,20220331,0,0,"",0,0
"Arnhem","H","41","Besloten vennootschap met gewone structuur","72113","Biotechnol. speur-/ontw.werk ov. toepas.","","","","","N","N",20191209,20191209,20200326,20191209,20200301,0,0,"",2020,20220105
"Assendelft","H","01","Eenmanszaak","7490","Overige special. zakelijke dienstverl.","","","","","N","N",0,0,20191210,20191205,0,0,0,"",0,0
"Tiel","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20191209,20191209,20191210,20191209,0,0,0,"",2021,20220513
"Drachten","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",19990827,19990827,0,0,0,0,0,"",0,0
"Amsterdam","H","41","Besloten vennootschap met gewone structuur","3230","Vervaardiging van sportartikelen","93299","Ov. recreatie (rest)(geen jachthavens)","6203","Beheer van computerfaciliteiten","J","J",20191209,20191209,20211208,20191209,20211102,0,0,"",2020,20220222
"Eemdijk","H","11","Vennootschap onder firma","66193","Hypotheek-/kredietbem./bankagentschappen","6622","Assurantietussenpersonen","","","N","N",20191101,0,20191210,20191101,0,0,0,"",0,0
"Bruchterveld","H","01","Eenmanszaak","47919","Internethandel alg.assortiment non-food","","","","","N","N",0,0,20191210,20191212,0,0,0,"",0,0
"Terneuzen","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",20191205,20191205,0,0,0,0,0,"",0,0
"Best","H","01","Eenmanszaak","70221","Organisatie-adviesbureaus","","","","","N","N",0,0,20191210,20191101,0,0,0,"",0,0
"Zeist","H","01","Eenmanszaak","8220","Callcenters","","","","","N","N",0,0,20191210,20191101,20210811,0,0,"",0,0
"Hellevoetsluis","H","41","Besloten vennootschap met gewone structuur","4941","Goederenvervoer over weg (geen verhuiz.)","7712","Verh./lease vrachtw./autob./car./aanh.","","","J","N",20191209,20191209,20191210,20191209,0,0,0,"",2020,20210701
"Lunteren","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20191209,20191209,20191210,20191209,0,0,0,"",0,0
"Terneuzen","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",20191205,20191205,0,0,0,0,0,"",0,0
"Utrecht","H","01","Eenmanszaak","86919","Overige paramedische praktijken","","","","","N","N",0,0,20191210,20191210,20200219,0,0,"",0,0
"Valkenswaard","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","N","N",20191209,20191209,20191210,20191209,0,0,0,"",2020,20210715
"Vleuten","H","01","Eenmanszaak","70221","Organisatie-adviesbureaus","","","","","N","N",0,0,20191210,20191209,0,0,0,"",0,0
"Nisse","H","01","Eenmanszaak","86922","Arbobegeleiding en reïntegratie","","","","","N","N",0,0,20191210,20191202,20201201,0,0,"",0,0
"Winterswijk Corle","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20191206,20191206,20191210,20191206,0,0,0,"",2020,20211216
"Gouda","H","01","Eenmanszaak","5920","Maken en uitgeven van geluidsopnamen","","","","","N","N",0,0,20191210,20191201,0,0,0,"",0,0
"Amstelveen","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20191209,20191209,20191210,20191209,0,0,0,"",2019,20201207
"Steenwijk","H","41","Besloten vennootschap met gewone structuur","35112","Prod. elektriciteit door windenergie","35113","Prod.elektr.zonnecellen/warmtep./waterkr","","","N","N",20191206,20191206,20191210,20191206,20210309,0,0,"",0,0
"Lisse","","74","Stichting","6420","Financiële holdings","","","","","","",20191209,20191209,0,0,0,0,0,"",0,0
"Eindhoven","H","01","Eenmanszaak","74201","Fotografie","7112","Ingenieurs/overig techn. ontwerp/advies","","","N","N",0,0,20191210,20191208,0,0,0,"",0,0
"Laren","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20191209,20191209,20191210,20191209,0,0,0,"",2020,20220302
"Hoek van Holland","H","41","Besloten vennootschap met gewone structuur","7830","Payrolling (personeelsbeheer)","","","","","N","N",20191209,20191209,20191210,20191209,20200101,0,0,"",2020,20210903
"Valkenswaard","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20191209,20191209,20191210,20191209,0,0,0,"",2020,20210715
"'s-Gravenhage","H","01","Eenmanszaak","74102","Industrieel en productontwerp","","","","","N","N",0,0,20191210,20191210,0,0,0,"",0,0
"Amsterdam","H","01","Eenmanszaak","70221","Organisatie-adviesbureaus","85599","Studiebegeleiding/vorming/onderwijs","","","N","N",0,0,20200317,20191101,20210524,0,0,"",0,0
"Amsterdam","H","01","Eenmanszaak","9604","Sauna's, solaria, baden e.d.","5621","Eventcatering","","","N","N",0,0,20191210,20191210,20191220,0,0,"",0,0
"Rotterdam","H","41","Besloten vennootschap met gewone structuur","47918","Internethandel overige non-food","9512","Reparatie van communicatieapparatuur","","","J","J",20191209,20191209,20200518,20191209,20220404,0,0,"",2020,20210823
"Rotterdam","H","01","Eenmanszaak","69202","Accountants-administratieconsulenten","","","","","N","N",0,0,20191210,20191205,20210515,0,0,"",0,0
"Losdorp","H","41","Besloten vennootschap met gewone structuur","45193","Handel/reparatie aanhangwagens/opleggers","","","","","J","J",20191209,20191209,20191210,20191209,0,0,0,"",2021,20220328
"Amsterdam","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",20191204,20191204,0,0,0,0,0,"",0,0
"Raalte","H","01","Eenmanszaak","47915","Internethandel huis- en tuinartikelen","","","","","J","N",0,0,20200925,20191209,20200901,0,0,"",0,0
"Utrecht","H","41","Besloten vennootschap met gewone structuur","70221","Organisatie-adviesbureaus","","","","","N","N",20191206,20191206,20191210,20191206,0,0,0,"",0,0
