"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Amsterdam","H","01","Eenmanszaak","86919","Overige paramedische praktijken","","","","","N","N",0,0,20091112,20000606,20190916,0,0,"",0,0
"Diemen","H","01","Eenmanszaak","86913","Praktijken van psychotherapeuten/-logen","","","","","N","N",0,0,20091112,19861015,0,0,0,"",0,0
"Landsmeer","H","01","Eenmanszaak","68204","Verh. onroerend goed (niet v woonruimte)","6831","Bemidd. bij handel/huur/verhuur onr.goed","","","N","N",0,0,20091112,19750101,20150401,0,0,"",0,0
"Hoogwoud","H","01","Eenmanszaak","01411","Houden van melkvee","01451","Fokken en houden van schapen","","","N","N",0,0,20091111,19920615,0,0,0,"",0,0
"Edam","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",19940825,19940825,0,0,0,0,0,"",0,0
"Alkmaar","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",19830304,19830304,0,0,0,0,0,"",0,0
"Beverwijk","H","01","Eenmanszaak","85522","Kunstzinnige vorming voor amateurs","","","","","N","N",0,0,20161012,20060101,20171002,0,0,"",0,0
"Alkmaar","H","01","Eenmanszaak","90011","Beoefening van podiumkunst","","","","","N","N",0,0,20091112,19980101,20160725,0,0,"",0,0
"Hoorn","H","01","Eenmanszaak","9003","Schrijven en overige scheppende kunst","","","","","N","N",0,0,20091112,19950101,0,0,0,"",0,0
"Grootebroek","H","07","Maatschap","01131","Teelt van groenten in de volle grond","","","","","","",19960101,0,20091112,19960101,0,0,0,"",0,0
"Alkmaar","H","01","Eenmanszaak","86231","Praktijken van tandartsen","","","","","N","N",0,0,20091112,19880401,20200901,0,0,"",0,0
