"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Sambeek","H","61","Coöperatie","35113","Prod.elektr.zonnecellen/warmtep./waterkr","","","","","N","N",20211231,20211231,20220106,20211231,0,0,0,"",0,0
"Amsterdam","H","41","Besloten vennootschap met gewone structuur","47643","Winkels in sportart. (geen watersport)","","","","","J","J",20220104,20220104,20220106,20220104,0,0,0,"",0,0
"Bergschenhoek","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20211225,20211224,20220106,20211225,0,0,0,"",0,0
"Hoorn","H","01","Eenmanszaak","4941","Goederenvervoer over weg (geen verhuiz.)","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Hoogvliet Rotterdam","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","N","N",20220106,20220106,20220106,20220106,0,0,0,"",0,0
"Badhoevedorp","H","01","Eenmanszaak","70221","Organisatie-adviesbureaus","","","","","N","N",0,0,20220106,20220110,0,0,0,"",0,0
"Amsterdam","","74","Stichting","66191","Admin.kantoren voor aandelen/obligaties","","","","","","",20220105,20220105,0,0,0,0,0,"",0,0
"Nuth","H","01","Eenmanszaak","96021","Haarverzorging","","","","","N","N",0,0,20220106,20220106,0,0,0,"",0,0
"Rotterdam","H","01","Eenmanszaak","7112","Ingenieurs/overig techn. ontwerp/advies","","","","","N","N",0,0,20220106,20220103,0,0,0,"",0,0
"Terborg","H","01","Eenmanszaak","70221","Organisatie-adviesbureaus","70222","Advisering ohgv management/bedrijfsv.","3109","Vervaardiging van overige meubels","N","N",0,0,20220106,20220103,0,0,0,"",0,0
"Zaandam","H","01","Eenmanszaak","45204","Carrosserieherstel","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Roosendaal","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20211231,20211230,20220106,20211231,20211231,0,0,"",2021,20220406
"Bergen op Zoom","H","01","Eenmanszaak","6201","Ontwikkelen/produceren/uitgeven software","","","","","N","N",0,0,20220106,20211221,20220606,0,0,"",0,0
"Hoofddorp","H","01","Eenmanszaak","47911","Internethandel voeding en drogisterij","5621","Eventcatering","","","N","N",0,0,20220106,20220105,0,0,0,"",0,0
"Lekkerkerk","H","01","Eenmanszaak","96021","Haarverzorging","","","","","N","N",0,0,20220106,19840501,0,0,20220101,"",0,0
"Winschoten","H","01","Eenmanszaak","4321","Elektrotechnische bouwinstallatie","43221","Loodg.- en fitterswerk; inst. sanitair","43222","Inst. verwarmings-/luchtbehandelingsapp.","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Amsterdam","H","01","Eenmanszaak","6201","Ontwikkelen/produceren/uitgeven software","6202","Advisering ohgv informatietechnologie","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Lochem","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20220105,20220105,20220106,20220105,0,0,0,"",0,0
"Tilburg","H","01","Eenmanszaak","4120","Algemene burgerlijke en utiliteitsbouw","","","","","N","N",0,0,20220106,20200101,0,0,20211231,"",0,0
"Didam","H","41","Besloten vennootschap met gewone structuur","68204","Verh. onroerend goed (niet v woonruimte)","6810","Handel in eigen onroerend goed","","","N","N",20220104,20220104,20220106,20220104,0,0,0,"",0,0
"Eindhoven","H","41","Besloten vennootschap met gewone structuur","6311","Gegevensverw./webhosting/aanverw. activ.","","","","","N","N",20220106,20220106,20220106,20220106,0,0,0,"",0,0
"Goes","H","01","Eenmanszaak","69209","Overige administratiekantoren","47793","Winkels tweedeh. goederen (geen kleding)","6831","Bemidd. bij handel/huur/verhuur onr.goed","J","J",0,0,20220106,20220106,0,0,0,"",0,0
"Hilversum","H","01","Eenmanszaak","85599","Studiebegeleiding/vorming/onderwijs","85592","Bedrijfsopleiding en -training","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Alblasserdam","H","01","Eenmanszaak","43221","Loodg.- en fitterswerk; inst. sanitair","","","","","N","N",0,0,20220106,20220106,0,0,0,"",0,0
"Rotterdam","H","01","Eenmanszaak","5630","Cafés","","","","","N","N",0,0,20220106,19971201,0,0,20211122,"",0,0
"Almere","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","N","N",20220106,20220106,20220106,20220106,0,0,0,"",0,0
"Lisse","H","01","Eenmanszaak","85519","Overig sport- en recreatieonderwijs","","","","","N","N",0,0,20220106,20021209,0,0,20220101,"",0,0
"Rotterdam","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","N","N",20220105,20220105,20220106,20220105,0,0,0,"",0,0
"Utrecht","H","41","Besloten vennootschap met gewone structuur","6202","Advisering ohgv informatietechnologie","6201","Ontwikkelen/produceren/uitgeven software","","","N","N",20220106,20220106,20220106,20220106,0,0,0,"",0,0
"Gouda","H","41","Besloten vennootschap met gewone structuur","5621","Eventcatering","","","","","N","N",20220106,20220106,20220106,20220106,20220107,0,0,"",0,0
"Veendam","H","01","Eenmanszaak","86913","Praktijken van psychotherapeuten/-logen","85599","Studiebegeleiding/vorming/onderwijs","88991","Ambulante jeugdzorg","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Zundert","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","N","N",20211231,20211231,20220503,20211231,20220101,0,0,"",0,0
"Hallum","H","01","Eenmanszaak","43222","Inst. verwarmings-/luchtbehandelingsapp.","43221","Loodg.- en fitterswerk; inst. sanitair","46742","Groothandel in verwarmingsapparaten","N","N",0,0,20220106,20220110,0,0,0,"",0,0
"Roosendaal","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20211231,20211230,20220106,20211231,20211231,0,0,"",2021,20220406
"Kruiningen","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20211227,20211227,20220106,20211227,0,0,0,"",0,0
"Alkmaar","","74","Stichting","94997","Overige belangenbehartiging (rest)","","","","","","",20220106,20220106,0,0,0,0,0,"",0,0
"Landgraaf","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","70222","Advisering ohgv management/bedrijfsv.","","","N","N",20220104,20220104,20220106,20220104,0,0,0,"",0,0
"Rotterdam","H","01","Eenmanszaak","7490","Overige special. zakelijke dienstverl.","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Borne","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","","","","","N","N",20220105,20220105,20220106,20220105,0,0,0,"",0,0
"Alkmaar","H","41","Besloten vennootschap met gewone structuur","6311","Gegevensverw./webhosting/aanverw. activ.","","","","","N","N",20220105,20220105,20220106,20220105,0,0,0,"",0,0
"Noordwijk","H","41","Besloten vennootschap met gewone structuur","4120","Algemene burgerlijke en utiliteitsbouw","","","","","N","N",20220106,20220106,20220106,20220106,0,0,0,"",0,0
"Weesp","H","01","Eenmanszaak","4332","Bouwtimmeren","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Drachten","H","01","Eenmanszaak","47912","Internethandel consumentenelektronica","","","","","J","N",0,0,20220106,20220106,0,0,0,"",0,0
"Vleuten","H","41","Besloten vennootschap met gewone structuur","70222","Advisering ohgv management/bedrijfsv.","","","","","N","N",20220105,20220105,20220106,20220105,0,0,0,"",0,0
"Pernis Rotterdam","H","01","Eenmanszaak","88101","Thuiszorg","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Vlissingen","H","01","Eenmanszaak","47912","Internethandel consumentenelektronica","","","","","J","N",0,0,20220106,20220103,0,0,0,"",0,0
"Amsterdam","H","41","Besloten vennootschap met gewone structuur","86231","Praktijken van tandartsen","","","","","N","N",20220105,20220105,20220106,20220105,0,0,0,"",0,0
"Amsterdam","H","01","Eenmanszaak","86919","Overige paramedische praktijken","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"'s-Gravenhage","H","41","Besloten vennootschap met gewone structuur","45112","Handel/rep. personen-/lichte bedr.auto's","7912","Reisorganisatie","","","J","J",20220105,20220105,20220106,20220105,20220210,0,0,"",0,0
"Delft","H","01","Eenmanszaak","9003","Schrijven en overige scheppende kunst","74201","Fotografie","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Amsterdam","H","01","Eenmanszaak","8891","Kinderopvang","","","","","N","N",0,0,20220106,20220106,0,0,0,"",0,0
"Naarden","H","01","Eenmanszaak","47914","Internethandel kleding, mode-artikelen","","","","","J","J",0,0,20220106,20220106,0,0,0,"",0,0
"Veghel","H","01","Eenmanszaak","85519","Overig sport- en recreatieonderwijs","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Wateringen","H","41","Besloten vennootschap met gewone structuur","70222","Advisering ohgv management/bedrijfsv.","70221","Organisatie-adviesbureaus","6202","Advisering ohgv informatietechnologie","N","N",20220106,20220106,20220106,20220106,20220106,0,0,"",0,0
"Tolbert","H","01","Eenmanszaak","70222","Advisering ohgv management/bedrijfsv.","70221","Organisatie-adviesbureaus","6202","Advisering ohgv informatietechnologie","N","N",0,0,20220106,20220103,0,0,0,"",0,0
"Barneveld","H","41","Besloten vennootschap met gewone structuur","43999","Overige gespec. werkz. in de bouw (rest)","","","","","N","N",20220105,20220105,20220106,20220105,0,0,0,"",0,0
"Amsterdam","H","11","Vennootschap onder firma","47918","Internethandel overige non-food","","","","","N","N",20220101,0,20220106,20220101,0,0,0,"",0,0
"Weesp","H","41","Besloten vennootschap met gewone structuur","56102","Fastfoodrest, cafet, ijssal, eetkr e.d.","","","","","N","N",20220105,20220105,20220106,20220105,0,0,0,"",0,0
"Doetinchem","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20211230,20211230,20220106,20211230,0,0,0,"",0,0
"Arnhem","H","01","Eenmanszaak","85592","Bedrijfsopleiding en -training","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Dordrecht","H","01","Eenmanszaak","9003","Schrijven en overige scheppende kunst","7430","Vertalers en tolken","85599","Studiebegeleiding/vorming/onderwijs","N","N",0,0,20220106,20211201,0,0,0,"",0,0
"47559 KRANENBURG","H","01","Eenmanszaak","82999","Overige zakelijke dienstverlening (rest)","","","","","N","N",0,0,20220106,20211213,0,0,0,"",0,0
"Oosterbeek","H","41","Besloten vennootschap met gewone structuur","4110","Projectontwikkeling","4120","Algemene burgerlijke en utiliteitsbouw","55101","Hotel-restaurants","N","N",20220106,20220106,20220106,20220106,0,0,0,"",0,0
"Voorburg","H","41","Besloten vennootschap met gewone structuur","45112","Handel/rep. personen-/lichte bedr.auto's","","","","","N","N",20211230,20211229,20220106,0,0,0,20211230,"",0,0
"Voorburg","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20211230,20211229,20220106,20211230,20220526,0,0,"",0,0
"Bavel","H","01","Eenmanszaak","7021","Adviesbureaus publ. relations en comm.","","","","","N","N",0,0,20220106,20220110,0,0,0,"",0,0
"Zandvoort","H","01","Eenmanszaak","85599","Studiebegeleiding/vorming/onderwijs","","","","","N","N",0,0,20220106,20220106,0,0,0,"",0,0
"'s-Gravenhage","H","01","Eenmanszaak","4120","Algemene burgerlijke en utiliteitsbouw","","","","","N","N",0,0,20220610,20220103,20220518,0,0,"",0,0
"Lienden","H","01","Eenmanszaak","85599","Studiebegeleiding/vorming/onderwijs","88101","Thuiszorg","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Amsterdam","H","01","Eenmanszaak","86913","Praktijken van psychotherapeuten/-logen","","","","","N","N",0,0,20220203,20220106,20220202,0,0,"",0,0
"Barendrecht","H","41","Besloten vennootschap met gewone structuur","70221","Organisatie-adviesbureaus","","","","","N","N",20220104,20220104,20220106,20220104,0,0,0,"",0,0
"Hellevoetsluis","H","01","Eenmanszaak","43222","Inst. verwarmings-/luchtbehandelingsapp.","","","","","N","N",0,0,20220106,20220103,0,0,0,"",0,0
"Velp","H","01","Eenmanszaak","96022","Schoonheidsverzorging/pedi-/manicures","","","","","N","N",0,0,20220106,20220106,0,0,0,"",0,0
"Mantgum","H","07","Maatschap","01191","Teelt snij-bloemen/heesters volle grond ","93299","Ov. recreatie (rest)(geen jachthavens)","","","N","N",20220101,0,20220106,20220101,0,0,0,"",0,0
"NIEUW-VOSSEMEER","H","01","Eenmanszaak","4725","Winkels in dranken","","","","","N","N",0,0,20220106,19261122,0,0,20210601,"",0,0
"Baarle-Nassau","H","01","Eenmanszaak","88101","Thuiszorg","85519","Overig sport- en recreatieonderwijs","7490","Overige special. zakelijke dienstverl.","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Kampen","H","11","Vennootschap onder firma","3109","Vervaardiging van overige meubels","","","","","N","N",20220103,0,20220106,20220103,0,0,0,"",0,0
"Tilburg","H","01","Eenmanszaak","8121","Interieurreiniging van gebouwen","8110","Facility management","","","N","N",0,0,20220106,20220110,0,0,0,"",0,0
"Rhoon","H","01","Eenmanszaak","8211","Brede administratieve dienstverlening","70221","Organisatie-adviesbureaus","85592","Bedrijfsopleiding en -training","N","N",0,0,20220106,20200501,0,0,20211231,"",0,0
"Amsterdam","H","01","Eenmanszaak","74201","Fotografie","59111","Prod. films (geen televisiefilms)","5912","Facilitaire activ. voor film-/tv-prod.","N","N",0,0,20220106,20220107,20220302,0,0,"",0,0
"Amsterdam","H","01","Eenmanszaak","3314","Reparatie van elektrische apparatuur","4321","Elektrotechnische bouwinstallatie","31012","Vervaardiging van bedrijfsmeubels","N","N",0,0,20220106,20220103,0,0,0,"",0,0
"Helmond","H","01","Eenmanszaak","2562","Algemene metaalbewerking","4311","Slopen van bouwwerken","","","N","N",0,0,20220106,20220110,0,0,0,"",0,0
"Breda","H","01","Eenmanszaak","4941","Goederenvervoer over weg (geen verhuiz.)","47919","Internethandel alg.assortiment non-food","","","N","N",0,0,20220106,20180205,0,0,20211119,"",0,0
"Neede","H","01","Eenmanszaak","4661","GH landbouwmachines/werktuigen/tractoren","33123","Rep./onderh. machines specif.bedrijfstak","4619","Niet-gespecialiseerde handelsbemiddeling","J","J",0,0,20220106,20220101,0,0,0,"",0,0
"Drachten","H","01","Eenmanszaak","47912","Internethandel consumentenelektronica","","","","","J","N",0,0,20220106,20220106,0,0,0,"",0,0
"Utrecht","","72","Vereniging met beperkte rechtsbevoegdheid","94991","Gezelligheidsverenigingen","","","","","","",20211113,0,0,0,0,0,0,"",0,0
"Amsterdam","H","01","Eenmanszaak","93299","Ov. recreatie (rest)(geen jachthavens)","9002","Dienstverlening voor uitvoerende kunst","","","N","N",0,0,20220106,20220105,0,0,0,"",0,0
"'s-Gravenhage","H","01","Eenmanszaak","6202","Advisering ohgv informatietechnologie","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Voorburg","H","01","Eenmanszaak","6202","Advisering ohgv informatietechnologie","6201","Ontwikkelen/produceren/uitgeven software","","","N","N",0,0,20220106,20220106,0,0,0,"",0,0
"Didam","H","41","Besloten vennootschap met gewone structuur","70221","Organisatie-adviesbureaus","70222","Advisering ohgv management/bedrijfsv.","","","J","J",20220106,20220106,20220106,20220106,0,0,0,"",0,0
"Almelo","H","01","Eenmanszaak","4321","Elektrotechnische bouwinstallatie","","","","","N","N",0,0,20220106,20220104,20220210,0,0,"",0,0
"Amsterdam","H","01","Eenmanszaak","70221","Organisatie-adviesbureaus","47915","Internethandel huis- en tuinartikelen","8211","Brede administratieve dienstverlening","N","N",0,0,20220106,20220103,0,0,0,"",0,0
"Elst Ut","H","01","Eenmanszaak","85599","Studiebegeleiding/vorming/onderwijs","70222","Advisering ohgv management/bedrijfsv.","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"'s-Gravenzande","H","01","Eenmanszaak","0161","Dienstverl. akker- en/of tuinbouw","8121","Interieurreiniging van gebouwen","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Amsterdam","H","11","Vennootschap onder firma","74102","Industrieel en productontwerp","47914","Internethandel kleding, mode-artikelen","","","N","J",20220106,0,20220106,20170624,0,0,20220106,"",0,0
"Ede","H","41","Besloten vennootschap met gewone structuur","47641","Winkels in fietsen en bromfietsen","7721","Verhuur van sport- en recreatieartikelen","","","N","N",20211229,20211229,20220106,20211229,0,0,0,"",0,0
"Rotterdam","H","01","Eenmanszaak","82999","Overige zakelijke dienstverlening (rest)","","","","","N","N",0,0,20220106,20220106,0,0,0,"",0,0
"Bennekom","H","41","Besloten vennootschap met gewone structuur","33123","Rep./onderh. machines specif.bedrijfstak","7490","Overige special. zakelijke dienstverl.","7112","Ingenieurs/overig techn. ontwerp/advies","N","N",20211229,20211229,20220106,20120501,20220331,0,20211229,"",0,0
"Eindhoven","H","01","Eenmanszaak","47915","Internethandel huis- en tuinartikelen","47911","Internethandel voeding en drogisterij","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Kerkrade","H","01","Eenmanszaak","59111","Prod. films (geen televisiefilms)","74201","Fotografie","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Apeldoorn","H","11","Vennootschap onder firma","56102","Fastfoodrest, cafet, ijssal, eetkr e.d.","","","","","N","N",20220103,0,20220106,20100824,0,0,20220103,"",0,0
"Schoonoord","H","01","Eenmanszaak","96021","Haarverzorging","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Amersfoort","H","01","Eenmanszaak","88992","Maatschappelijk werk","85599","Studiebegeleiding/vorming/onderwijs","9003","Schrijven en overige scheppende kunst","N","N",0,0,20220106,20220103,0,0,0,"",0,0
"Voorburg","H","01","Eenmanszaak","86919","Overige paramedische praktijken","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Almere","H","01","Eenmanszaak","4321","Elektrotechnische bouwinstallatie","5912","Facilitaire activ. voor film-/tv-prod.","71202","Keuring/controle mach./app./materialen","N","N",0,0,20220106,20211025,0,0,0,"",0,0
"'s-Gravenhage","H","11","Vennootschap onder firma","6831","Bemidd. bij handel/huur/verhuur onr.goed","","","","","N","N",20220101,0,20220124,20220101,20220120,0,0,"",0,0
"Den Helder","H","01","Eenmanszaak","33123","Rep./onderh. machines specif.bedrijfstak","33121","Rep./onderh. mach. voor algemeen gebruik","","","N","N",0,0,20220106,20220103,0,0,0,"",0,0
"Hattem","","73","Kerkgenootschap","94911","Religieuze organisaties","","","","","","",20220101,20220101,0,0,0,0,0,"",0,0
"Oirschot","H","01","Eenmanszaak","16239","Verv. overig timmerwerk voor de bouw","31011","Interieurbouw","","","N","N",0,0,20220106,20220106,0,0,0,"",0,0
"Spijkenisse","H","01","Eenmanszaak","47916","Internethandel in vrijetijdsartikelen","","","","","J","N",0,0,20220106,20220101,0,0,0,"",0,0
"Arnemuiden","H","01","Eenmanszaak","3212","Bewerken edelstenen en verv. sieraden","32999","Verv. overige goederen (rest)","","","N","N",0,0,20220106,20220103,0,0,0,"",0,0
"Apeldoorn","H","41","Besloten vennootschap met gewone structuur","6810","Handel in eigen onroerend goed","6832","Beheer van onroerend goed","68204","Verh. onroerend goed (niet v woonruimte)","N","N",20220106,20220106,20220106,20220106,0,0,0,"",0,0
"Oirschot","H","11","Vennootschap onder firma","47919","Internethandel alg.assortiment non-food","74102","Industrieel en productontwerp","","","J","J",20220106,0,20220106,20220106,0,0,0,"",0,0
"Kampen","H","01","Eenmanszaak","86919","Overige paramedische praktijken","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Bergen (NH)","H","01","Eenmanszaak","74102","Industrieel en productontwerp","","","","","J","J",0,0,20220106,20220101,0,0,0,"",0,0
"Warnsveld","H","01","Eenmanszaak","86919","Overige paramedische praktijken","","","","","N","N",0,0,20220106,20220101,20220114,0,0,"",0,0
"Laren","H","01","Eenmanszaak","8130","Landschapsverzorging","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Amsterdam","H","11","Vennootschap onder firma","74103","Interieur- en ruimtelijk ontwerp","74102","Industrieel en productontwerp","74101","Communicatie- en grafisch ontwerp","N","N",20220101,0,20220106,20220101,20220601,0,0,"",0,0
"Swalmen","H","01","Eenmanszaak","9003","Schrijven en overige scheppende kunst","9002","Dienstverlening voor uitvoerende kunst","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Rucphen","H","41","Besloten vennootschap met gewone structuur","52109","Opslag in distr.centra en overige opslag","","","","","N","N",20220105,20220105,20220106,20220105,0,0,0,"",0,0
"Woerden","H","01","Eenmanszaak","56102","Fastfoodrest, cafet, ijssal, eetkr e.d.","","","","","N","N",0,0,20220106,20220103,0,0,0,"",0,0
"Nijmegen","H","01","Eenmanszaak","8121","Interieurreiniging van gebouwen","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Haaften","H","01","Eenmanszaak","47912","Internethandel consumentenelektronica","","","","","N","N",0,0,20220106,20220106,0,0,0,"",0,0
"Amsterdam","H","01","Eenmanszaak","9003","Schrijven en overige scheppende kunst","7021","Adviesbureaus publ. relations en comm.","82999","Overige zakelijke dienstverlening (rest)","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Leeuwarden","H","11","Vennootschap onder firma","66193","Hypotheek-/kredietbem./bankagentschappen","6622","Assurantietussenpersonen","","","N","N",20220101,0,20220106,20201117,20220101,0,20220101,"",0,0
"Gorinchem","H","07","Maatschap","86919","Overige paramedische praktijken","","","","","N","N",20220101,0,20220106,20161001,0,0,20220101,"",0,0
"Meppel","H","01","Eenmanszaak","7021","Adviesbureaus publ. relations en comm.","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Tilburg","H","01","Eenmanszaak","88101","Thuiszorg","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Amsterdam","H","01","Eenmanszaak","4941","Goederenvervoer over weg (geen verhuiz.)","53202","Koeriers","78201","Uitzendbureaus","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Alphen aan den Rijn","H","01","Eenmanszaak","86919","Overige paramedische praktijken","","","","","N","N",0,0,20220106,20211221,0,0,0,"",0,0
"Meerssen","H","11","Vennootschap onder firma","1512","Verv. koffers, tassen, zadels e.d.","47914","Internethandel kleding, mode-artikelen","","","N","N",20220101,0,20220106,20220101,0,0,0,"",0,0
"'s-Gravenhage","H","01","Eenmanszaak","4120","Algemene burgerlijke en utiliteitsbouw","46738","Groothandel gespec. in overige bouwmat.","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Rijsbergen","H","11","Vennootschap onder firma","6831","Bemidd. bij handel/huur/verhuur onr.goed","","","","","N","N",20220101,0,20220106,20100617,0,0,20220101,"",0,0
"Spijkenisse","H","01","Eenmanszaak","47914","Internethandel kleding, mode-artikelen","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Sneek","H","01","Eenmanszaak","74201","Fotografie","","","","","N","N",0,0,20220106,20220103,0,0,0,"",0,0
"Maastricht","H","41","Besloten vennootschap met gewone structuur","70222","Advisering ohgv management/bedrijfsv.","6420","Financiële holdings","","","N","N",20220105,20220105,20220106,20220105,20220408,0,0,"",0,0
"Rotterdam","H","01","Eenmanszaak","88992","Maatschappelijk werk","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Tollebeek","H","01","Eenmanszaak","70222","Advisering ohgv management/bedrijfsv.","7311","Reclamebureaus","7021","Adviesbureaus publ. relations en comm.","N","N",0,0,20220106,20211201,0,0,0,"",0,0
"Zwolle","H","01","Eenmanszaak","4120","Algemene burgerlijke en utiliteitsbouw","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Amsterdam","H","01","Eenmanszaak","56101","Restaurants","","","","","N","N",0,0,20220106,20220106,20220120,0,0,"",0,0
"De Meern","H","01","Eenmanszaak","70222","Advisering ohgv management/bedrijfsv.","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Lochem","H","01","Eenmanszaak","4120","Algemene burgerlijke en utiliteitsbouw","","","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Amsterdam","H","01","Eenmanszaak","70221","Organisatie-adviesbureaus","","","","","N","N",0,0,20220106,20220106,0,0,0,"",0,0
"Leerdam","H","01","Eenmanszaak","88992","Maatschappelijk werk","86919","Overige paramedische praktijken","","","N","N",0,0,20220106,20220101,0,0,0,"",0,0
"Diemen","H","01","Eenmanszaak","88101","Thuiszorg","","","","","N","N",0,0,20220106,20220106,0,0,0,"",0,0
