"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Enschede","H","41","Besloten vennootschap met gewone structuur","46699","GH ov.mach./app./toeb. ind./handel","","","","","J","J",20130328,20130328,20121122,20060117,20180101,0,20130328,"",2021,20220428
"Zutphen","","74","Stichting","94993","Steunfondsen (niet ohgv welzijnszorg)","","","","","","",20121120,20121120,0,0,0,0,0,"",0,0
"Nijmegen","H","01","Eenmanszaak","6831","Bemidd. bij handel/huur/verhuur onr.goed","","","","","N","N",0,0,20121122,20121122,20220505,0,0,"",0,0
"Amsterdam","H","41","Besloten vennootschap met gewone structuur","6201","Ontwikkelen/produceren/uitgeven software","6420","Financiële holdings","","","N","N",20121121,20121121,20121122,20121121,0,0,0,"",2020,20211006
"Heerlen","","74","Stichting","69209","Overige administratiekantoren","","","","","","",20121121,20121121,20180103,0,0,0,0,"",0,0
"Middenmeer","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","N","N",20121120,20121120,20121122,20121120,20130719,0,0,"",2021,20220530
"Ommeren","","74","Stichting","66191","Admin.kantoren voor aandelen/obligaties","","","","","","",20121121,20121121,0,0,0,0,0,"",0,0
"Luttelgeest","","71","Vereniging met volledige rechtsbevoegdheid","94997","Overige belangenbehartiging (rest)","","","","","","",20121121,20121121,0,0,0,0,0,"",0,0
"Losser","H","01","Eenmanszaak","01411","Houden van melkvee","","","","","N","N",0,0,20121122,20060101,0,0,0,"",0,0
"Aalsmeer","H","01","Eenmanszaak","86912","Praktijken van fysiotherapeuten","86919","Overige paramedische praktijken","","","N","N",0,0,20121122,20121015,20181008,0,0,"",0,0
"Katwijk","H","01","Eenmanszaak","85522","Kunstzinnige vorming voor amateurs","90011","Beoefening van podiumkunst","","","N","N",0,0,20121122,20060101,0,0,0,"",0,0
