"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Ottersum","H","01","Eenmanszaak","7721","Verhuur van sport- en recreatieartikelen","","","","","N","N",0,0,20120322,20120322,20201116,0,0,"",0,0
"Meppel","H","01","Eenmanszaak","7490","Overige special. zakelijke dienstverl.","5621","Eventcatering","","","N","N",0,0,20120322,20120321,20140311,0,0,"",0,0
"Weesp","H","01","Eenmanszaak","69203","Boekhoudkantoren","0162","Dienstverl. voor fokken en houden dieren","","","N","N",0,0,20120322,20120322,20161020,0,0,"",0,0
"Spui","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20120314,20120314,20120322,20120314,0,0,0,"",2020,20220520
"Rijswijk","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",19790427,19790427,0,0,0,0,0,"",0,0
"Lelystad","H","41","Besloten vennootschap met gewone structuur","45112","Handel/rep. personen-/lichte bedr.auto's","45204","Carrosserieherstel","46712","GH vloeibare en gasvormige brandstoffen","N","N",20120321,20120321,20120322,20120321,20141103,0,0,"",2020,20211225
"Dronten","N","41","Besloten vennootschap met gewone structuur","45112","Handel/rep. personen-/lichte bedr.auto's","45204","Carrosserieherstel","46712","GH vloeibare en gasvormige brandstoffen","J","J",20120321,20120321,20120322,20120321,0,0,0,"",2020,20211225
"Rotterdam","H","01","Eenmanszaak","4120","Algemene burgerlijke en utiliteitsbouw","","","","","N","N",0,0,20120322,20120322,20130218,0,0,"",0,0
"Utrecht","H","01","Eenmanszaak","7911","Reisbemiddeling","93299","Ov. recreatie (rest)(geen jachthavens)","","","N","N",0,0,20120322,20120322,0,0,0,"",0,0
"Wognum","H","01","Eenmanszaak","4618","HB gespecialiseerd in overige goederen","","","","","J","J",0,0,20120322,20120322,20190708,0,0,"",0,0
"Hellevoetsluis","","74","Stichting","93199","Overige sportactiviteiten (rest)","","","","","","",20120315,20120315,0,0,0,0,0,"",0,0
"Amersfoort","H","01","Eenmanszaak","96021","Haarverzorging","","","","","N","N",0,0,20120322,20120321,20200909,0,0,"",0,0
"Rotterdam","H","01","Eenmanszaak","4332","Bouwtimmeren","4120","Algemene burgerlijke en utiliteitsbouw","","","N","N",0,0,20120322,20120322,20210915,0,0,"",0,0
"Zwartsluis","H","01","Eenmanszaak","85599","Studiebegeleiding/vorming/onderwijs","","","","","N","N",0,0,20120322,20120322,20130128,0,0,"",0,0
"Amsterdam","H","01","Eenmanszaak","9003","Schrijven en overige scheppende kunst","","","","","N","N",0,0,20120322,20120322,0,0,0,"",0,0
"Hengelo","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20120320,20120320,20120322,20120320,20210101,0,0,"",2020,20211227
"Prinsenbeek","H","01","Eenmanszaak","96021","Haarverzorging","","","","","N","N",0,0,20120322,20120329,20220301,0,0,"",0,0
"Almere","H","01","Eenmanszaak","4120","Algemene burgerlijke en utiliteitsbouw","","","","","N","N",0,0,20120322,20120326,0,0,0,"",0,0
"'s-Gravenhage","H","41","Besloten vennootschap met gewone structuur","2899","Verv. ov.machines/app./werkt. specifiek","","","","","N","N",20120319,20120319,20150519,20120319,20150513,0,0,"",2019,20201224
"Zonnemaire","H","07","Maatschap","01134","Teelt aardapp en ov. wortel/knolgewassen","0111","Teelt granen/peulvruchten/olieh. zaden","0163","Behandeling van gewassen na de oogst","N","N",19900301,0,20120322,19900301,19900301,0,0,"",0,0
"Waddinxveen","N","07","Maatschap","01134","Teelt aardapp en ov. wortel/knolgewassen","0111","Teelt granen/peulvruchten/olieh. zaden","0163","Behandeling van gewassen na de oogst","N","N",19900301,0,20120322,19900301,0,0,0,"",0,0
"Terherne","H","01","Eenmanszaak","3012","Bouw van sport- en recreatievaartuigen","93291","Jachthavens","","","N","N",0,0,20120322,20120101,20130709,0,0,"",0,0
"Blaricum","H","01","Eenmanszaak","74103","Interieur- en ruimtelijk ontwerp","85592","Bedrijfsopleiding en -training","85599","Studiebegeleiding/vorming/onderwijs","J","N",0,0,20120322,20120101,20180726,0,0,"",0,0
"Vlodrop","H","01","Eenmanszaak","88101","Thuiszorg","","","","","N","N",0,0,20120322,20120322,20190212,0,0,"",0,0
"Huizen","H","41","Besloten vennootschap met gewone structuur","86231","Praktijken van tandartsen","6420","Financiële holdings","64303","Beleggingsinst. met beperkte toetreding","N","N",20120424,20120424,20130925,20120315,20130904,0,20120424,"",2020,20210304
"Emmen","H","41","Besloten vennootschap met gewone structuur","47523","Winkels in houten bouw-/tuinmaterialen","46739","GH bouwmaterialen algemeen assortiment","","","J","J",20120321,20120321,20120322,19980506,0,0,20120321,"",2020,20211217
"Stadskanaal","H","01","Eenmanszaak","9003","Schrijven en overige scheppende kunst","","","","","N","N",0,0,20120322,20110101,0,0,0,"",0,0
"Utrecht","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",20111028,20111028,0,0,0,0,0,"",0,0
"Groningen","H","41","Besloten vennootschap met gewone structuur","6311","Gegevensverw./webhosting/aanverw. activ.","","","","","N","N",20120319,20120319,20120322,20120319,0,0,0,"",2020,20210705
"Almelo","","72","Vereniging met beperkte rechtsbevoegdheid","94991","Gezelligheidsverenigingen","","","","","","",20120312,0,0,0,0,0,0,"",0,0
"Zaandam","H","01","Eenmanszaak","70221","Organisatie-adviesbureaus","8211","Brede administratieve dienstverlening","5920","Maken en uitgeven van geluidsopnamen","N","N",0,0,20120322,20120321,0,0,0,"",0,0
"Grolloo","H","01","Eenmanszaak","70221","Organisatie-adviesbureaus","","","","","N","N",0,0,20171025,20120322,20170929,0,0,"",0,0
"Etten-Leur","H","11","Vennootschap onder firma","53202","Koeriers","4619","Niet-gespecialiseerde handelsbemiddeling","4665","Groothandel in bedrijfsmeubels","N","N",20120101,0,20120322,20011106,0,0,20120101,"",0,0
"'s-Gravenhage","","74","Stichting","9412","Beroepsorganisaties","","","","","","",20120227,20120227,0,0,0,0,0,"",0,0
"Utrecht","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","","","","","N","N",20120316,20120316,20120322,20120316,0,0,0,"",2020,20211014
"Amstelveen","H","01","Eenmanszaak","70221","Organisatie-adviesbureaus","8110","Facility management","","","N","N",0,0,20120322,20120327,20201012,0,0,"",0,0
"Putten","H","41","Besloten vennootschap met gewone structuur","9002","Dienstverlening voor uitvoerende kunst","","","","","N","N",20120301,20120301,20120322,20120301,20140217,0,0,"",2020,20220523
"Alphen","H","41","Besloten vennootschap met gewone structuur","01422","Overige vleesveehouderij/zoogkoeienbedr.","0111","Teelt granen/peulvruchten/olieh. zaden","","","N","N",20120321,20120321,20120322,20120321,0,0,0,"",2020,20220428
"'s-Gravenhage","H","41","Besloten vennootschap met gewone structuur","0910","Dienstverl. winning aardolie en aardgas","2899","Verv. ov.machines/app./werkt. specifiek","","","N","N",20120319,20120319,20150519,20120319,20150513,0,0,"",2019,20201228
"Heesch","H","11","Vennootschap onder firma","69203","Boekhoudkantoren","","","","","N","N",20120319,0,20120322,20120319,0,0,0,"",0,0
"Hardenberg","H","07","Maatschap","01134","Teelt aardapp en ov. wortel/knolgewassen","0111","Teelt granen/peulvruchten/olieh. zaden","","","N","N",20060101,0,20120322,20060101,0,0,0,"",0,0
"Haarlem","H","01","Eenmanszaak","86919","Overige paramedische praktijken","","","","","N","N",0,0,20120322,20120329,20160414,0,0,"",0,0
"Brakel","H","01","Eenmanszaak","01411","Houden van melkvee","","","","","N","N",0,0,20191203,19710101,20191202,0,20120101,"",0,0
"Amsterdam","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20120320,20120320,20120322,20120320,0,0,0,"",2020,20211025
"Maassluis","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",20111228,20111228,0,0,0,0,0,"",0,0
"Amsterdam","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20120320,20120320,20180710,20120320,20180709,0,0,"",2020,20211013
"Goor","H","01","Eenmanszaak","96022","Schoonheidsverzorging/pedi-/manicures","","","","","N","N",0,0,20120322,20120329,0,0,0,"",0,0
"'s-Gravenhage","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",20070111,20070111,0,0,0,0,0,"",0,0
"Heerewaarden","H","11","Vennootschap onder firma","7490","Overige special. zakelijke dienstverl.","90011","Beoefening van podiumkunst","","","N","N",20120101,0,20120322,20070101,0,0,20120101,"",0,0
"Arnhem","H","01","Eenmanszaak","5912","Facilitaire activ. voor film-/tv-prod.","90011","Beoefening van podiumkunst","","","N","N",0,0,20150817,20120322,20150812,0,0,"",0,0
"Utrecht","H","11","Vennootschap onder firma","4120","Algemene burgerlijke en utiliteitsbouw","8121","Interieurreiniging van gebouwen","","","N","N",20120322,0,20120322,20080214,20150324,0,20120322,"",0,0
"Hengelo","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20120321,20120321,20120322,20120321,0,0,0,"",2020,20211112
"Maastricht","H","01","Eenmanszaak","96021","Haarverzorging","","","","","N","N",0,0,20120322,20120326,20171027,0,0,"",0,0
"Veenendaal","H","41","Besloten vennootschap met gewone structuur","46429","GH textielwaren algemeen assortiment","","","","","J","J",20120316,20120316,20120322,20120316,0,0,0,"",2019,20200629
"Hillegom","H","11","Vennootschap onder firma","6201","Ontwikkelen/produceren/uitgeven software","","","","","N","N",20120322,0,20120322,20120306,0,0,20120322,"",0,0
"Broek op Langedijk","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","N","N",20120321,20120321,20120322,20120321,20150101,0,0,"",2020,20211102
"Terneuzen","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20120314,20120314,20120322,20120314,20170831,0,0,"",2020,20220616
"Anna Paulowna","H","01","Eenmanszaak","7810","Arbeidsbemiddeling","","","","","N","N",0,0,20120322,20120323,20191101,0,0,"",0,0
"Kesteren","H","41","Besloten vennootschap met gewone structuur","6630","Vermogensbeheer","","","","","N","N",20120321,20120321,20120620,20120321,20210101,0,0,"",2019,20200514
"Voorburg","H","01","Eenmanszaak","59111","Prod. films (geen televisiefilms)","","","","","N","N",0,0,20120322,20120322,20220509,0,0,"",0,0
"Berg en Terblijt","H","01","Eenmanszaak","96022","Schoonheidsverzorging/pedi-/manicures","","","","","N","N",0,0,20120322,20120101,0,0,0,"",0,0
"Hierden","H","11","Vennootschap onder firma","01421","Houden van vleeskalveren","","","","","J","N",20120101,0,20120322,19870101,0,0,20120101,"",0,0
"'s-Gravenhage","H","41","Besloten vennootschap met gewone structuur","0910","Dienstverl. winning aardolie en aardgas","2899","Verv. ov.machines/app./werkt. specifiek","6420","Financiële holdings","N","N",20120319,20120319,20150519,20120319,20150513,0,0,"",2019,20201224
"Haarlem","H","01","Eenmanszaak","74103","Interieur- en ruimtelijk ontwerp","","","","","N","N",0,0,20150319,20120322,20171001,0,0,"",0,0
"Enschede","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20120320,20120320,20120322,20120320,0,0,0,"",2020,20220209
"Doesburg","H","41","Besloten vennootschap met gewone structuur","52242","Laad-/los-/oversl.ac. niet voor zeevaart","","","","","N","N",20120316,20120316,20120322,20120316,20201208,0,0,"",2020,20210723
"Putten","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20120321,20120321,20120322,20120321,20121101,0,0,"",2020,20210705
"Espel","H","11","Vennootschap onder firma","0150","Akker-/tuinbouw icm fokken/houden dieren","","","","","N","N",20110621,0,20120322,19950501,0,0,20110621,"",0,0
"Sas van Gent","H","41","Besloten vennootschap met gewone structuur","6420","Financiële holdings","","","","","N","N",20120314,20120314,20120322,20120314,20171101,0,0,"",2020,20220616
"Veldhoven","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","","","","","N","N",20120321,20120321,20170725,20120321,20170717,0,0,"",2020,20220516
"Eindhoven","H","01","Eenmanszaak","6201","Ontwikkelen/produceren/uitgeven software","74103","Interieur- en ruimtelijk ontwerp","74101","Communicatie- en grafisch ontwerp","N","N",0,0,20130611,20120101,20130601,0,0,"",0,0
