"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Leeuwarden","H","41","Besloten vennootschap met gewone structuur","4762","Winkels kranten/tijdschr./kantoorbeh.","5811","Uitgeverijen van boeken","","","N","N",20070529,20070529,20070606,18920501,20200925,0,20070529,"",2021,20220503
"Sneek","N","41","Besloten vennootschap met gewone structuur","4762","Winkels kranten/tijdschr./kantoorbeh.","","","","","N","N",20070529,20070529,20070606,19870115,0,0,20070529,"",2021,20220503
"Drachten","N","41","Besloten vennootschap met gewone structuur","4762","Winkels kranten/tijdschr./kantoorbeh.","","","","","N","N",20070529,20070529,20070606,19971013,0,0,20070529,"",2021,20220503
"Groningen","N","41","Besloten vennootschap met gewone structuur","4762","Winkels kranten/tijdschr./kantoorbeh.","","","","","N","N",20070529,20070529,20070606,19770621,20080601,0,20070529,"",2021,20220503
"Leeuwarden","H","11","Vennootschap onder firma","93212","Kermisattracties","","","","","","",20070504,0,20070606,20070504,0,0,0,"",0,0
"Franeker","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","","",20070531,20070531,20070606,20070531,20171101,0,0,"",2018,20191119
"De Wilgen","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","N","N",20070601,20070601,20070606,20070601,0,0,0,"",2020,20211102
"Harlingen","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","N","N",20070531,20070531,20070606,19980630,20200401,0,20070531,"",2020,20211005
"Surhuisterveen","H","41","Besloten vennootschap met gewone structuur","43999","Overige gespec. werkz. in de bouw (rest)","","","","","","",20070530,20070530,20070606,20070530,0,0,0,"",2021,20220328
"Bussum","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","N","N",20070529,20070529,20200904,20070529,20200820,0,0,"",2020,20211012
"Harlingen","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","N","N",20070531,20070531,20070606,19980630,20201030,0,20070531,"",2020,20220124
"Haulerwijk","H","41","Besloten vennootschap met gewone structuur","64302","Beleggingsinstellingen in vaste activa","","","","","N","N",20070531,20070531,20070606,20070531,20070531,0,0,"",2021,20220503
"Bussum","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","56101","Restaurants","","","N","N",20070529,20070529,20150521,20070529,20210701,0,0,"",2020,20211012
"Bears","H","01","Eenmanszaak","70221","Organisatie-adviesbureaus","85592","Bedrijfsopleiding en -training","","","N","N",0,0,20070606,20070301,20070301,0,0,"",0,0
"West-Terschelling","H","01","Eenmanszaak","2550","Smeden/persen/stampen/profielwalsen e.d.","4120","Algemene burgerlijke en utiliteitsbouw","1105","Vervaardiging van bier","","",0,0,20070606,20070501,0,0,0,"",0,0
"Damwâld","H","41","Besloten vennootschap met gewone structuur","70102","Holdings (geen financiële)","","","","","","",20070530,20070530,20070606,20070530,20210621,0,0,"",2021,20220603
"Dokkum","H","41","Besloten vennootschap met gewone structuur","5630","Cafés","","","","","","",20070531,20070531,20070606,19760310,0,0,20070531,"",2018,20200317
