"Woonplaats","Indicatie Hoofdvestiging","Rechtsvorm","Rechtsvorm omschrijving","Hoofdactiviteit","Omschrijving hoofdactiviteit","Nevenactiviteit 1","Omschrijving nevenactiviteit 1","Nevenactiviteit 2","Omschrijving nevenactiviteit 2","Import","Export",Datum oprichting,Datum akte oprichting,Datum Inschrijving,Datum vestiging,Datum vestiging huidig adres,Datum opheffing,Datum voortzetting,"Indicator surseance - faillissement - schuldsanering",boekjaar,Datum deponering jaarstuk
"Geldrop","H","41","Besloten vennootschap met gewone structuur","64303","Beleggingsinst. met beperkte toetreding","","","","","","",20091222,20091222,20091202,20091130,20180626,0,20091222,"",2021,20220108
"Waalre","","70","Vereniging van eigenaars","94997","Overige belangenbehartiging (rest)","","","","","","",19791227,19791227,0,0,0,0,0,"",0,0
"Leende","H","41","Besloten vennootschap met gewone structuur","01462","Vleesvarkensbedrijven","4941","Goederenvervoer over weg (geen verhuiz.)","","","N","N",20091130,20091130,20091202,20091130,0,0,0,"",2019,20200508
"Eindhoven","H","01","Eenmanszaak","7112","Ingenieurs/overig techn. ontwerp/advies","","","","","N","N",0,0,20091202,20090101,0,0,0,"",0,0
"Son en Breugel","H","41","Besloten vennootschap met gewone structuur","86221","Praktijken medisch spec./med. dagbehand.","","","","","","",20091130,20091130,20091202,20091130,0,0,0,"",2020,20220202
"Mierlo","H","07","Maatschap","01131","Teelt van groenten in de volle grond","","","","","","",19920101,0,20091202,19920101,0,0,0,"",0,0
"Veghel","","71","Vereniging met volledige rechtsbevoegdheid","7490","Overige special. zakelijke dienstverl.","","","","","","",20080318,20080318,0,0,0,0,0,"",0,0
"Eindhoven","H","01","Eenmanszaak","88101","Thuiszorg","","","","","N","N",0,0,20091202,20080312,20100911,0,0,"",0,0
"Cuijk","H","41","Besloten vennootschap met gewone structuur","47596","Winkels gespec. in overige huish.art.","","","","","","",20091130,20091130,20091202,20091130,0,0,0,"",2020,20210713
"Someren","H","01","Eenmanszaak","01411","Houden van melkvee","","","","","N","N",0,0,20091202,20010101,0,0,0,"",0,0
"Rosmalen","H","01","Eenmanszaak","85592","Bedrijfsopleiding en -training","","","","","N","N",0,0,20091202,20000101,0,0,0,"",0,0
"Vortum-Mullem","H","41","Besloten vennootschap met gewone structuur","0150","Akker-/tuinbouw icm fokken/houden dieren","","","","","N","J",20091130,20091130,20091202,20091130,0,0,0,"",2020,20210428
"Geldrop","H","01","Eenmanszaak","53202","Koeriers","","","","","N","J",0,0,20091202,20091202,0,0,0,"",0,0
"Eindhoven","H","01","Eenmanszaak","9609","Overige dienstverlening (rest)","","","","","N","N",0,0,20091202,20091202,0,0,0,"",0,0
